redemption_id,order_id,promotion_id,discount_amount
RED-0001034,ORD-00001807,PROMO-0010,4.39
RED-0001035,ORD-00001842,PROMO-0018,23.07
RED-0001036,ORD-00003747,PROMO-0019,56.2
RED-0001037,ORD-00004058,PROMO-0018,39.29
RED-0001038,ORD-00004692,PROMO-0004,21.56
RED-0001039,ORD-00004450,PROMO-0027,74.34
RED-0001040,ORD-00004441,PROMO-0027,57.25
RED-0001041,ORD-00003616,PROMO-0018,17.95
RED-0001042,ORD-00003483,PROMO-0004,55.73
RED-0001043,ORD-00002028,PROMO-0010,65.86
RED-0001044,ORD-00000265,PROMO-0015,21.19
RED-0001045,ORD-00000713,PROMO-0015,65.17
RED-0001046,ORD-00000962,PROMO-0025,61.27
RED-0001047,ORD-00001720,PROMO-0026,55.85
RED-0001048,ORD-00002873,PROMO-0028,53.89
RED-0001049,ORD-00003508,PROMO-0006,46.98
RED-0001050,ORD-00001693,PROMO-0027,17.11
RED-0001051,ORD-00000487,PROMO-0019,27.61
RED-0001052,ORD-00002303,PROMO-0020,41.33
RED-0001053,ORD-00002652,PROMO-0023,23.36
RED-0001054,ORD-00004692,PROMO-0009,71.53
RED-0001055,ORD-00004215,PROMO-0029,51.59
RED-0001056,ORD-00000781,PROMO-0005,72.28
RED-0001057,ORD-00003372,PROMO-0030,6.33
RED-0001058,ORD-00002272,PROMO-0028,49.88
RED-0001059,ORD-00001088,PROMO-0008,12.68
RED-0001060,ORD-00002639,PROMO-0027,20.07
RED-0001061,ORD-00003218,PROMO-0016,12.38
RED-0001062,ORD-00002202,PROMO-0021,32.24
RED-0001063,ORD-00003703,PROMO-0003,48.25
RED-0001064,ORD-00000763,PROMO-0013,39.64
RED-0001065,ORD-00002280,PROMO-0023,70.35
RED-0001066,ORD-00003024,PROMO-0015,71.37
RED-0001067,ORD-00002682,PROMO-0019,2.18
RED-0001068,ORD-00000764,PROMO-0024,72.97
RED-0001069,ORD-00002935,PROMO-0028,6.62
RED-0001070,ORD-00004379,PROMO-0013,17.9
RED-0001071,ORD-00003520,PROMO-0027,17.47
RED-0001072,ORD-00002200,PROMO-0011,62.47
RED-0001073,ORD-00002767,PROMO-0018,44.19
RED-0001074,ORD-00004638,PROMO-0028,37.43
RED-0001075,ORD-00002816,PROMO-0029,51.83
RED-0001076,ORD-00000397,PROMO-0002,9.27
RED-0001077,ORD-00003765,PROMO-0001,11.07
RED-0001078,ORD-00001295,PROMO-0015,35.33
RED-0001079,ORD-00003505,PROMO-0007,74.69
RED-0001080,ORD-00001081,PROMO-0029,49.45
RED-0001081,ORD-00001303,PROMO-0028,70.09
RED-0001082,ORD-00002245,PROMO-0003,49.78
RED-0001083,ORD-00002052,PROMO-0003,29.14
RED-0001084,ORD-00001356,PROMO-0002,30.93
RED-0001085,ORD-00002503,PROMO-0024,53.06
RED-0001086,ORD-00001919,PROMO-0014,49.85
RED-0001087,ORD-00000780,PROMO-0001,17.58
RED-0001088,ORD-00000639,PROMO-0005,45.34
RED-0001089,ORD-00004256,PROMO-0022,34.49
RED-0001090,ORD-00000067,PROMO-0023,27.08
RED-0001091,ORD-00000988,PROMO-0028,32.83
RED-0001092,ORD-00001083,PROMO-0016,7.17
RED-0001093,ORD-00003139,PROMO-0003,55.35
RED-0001094,ORD-00000840,PROMO-0004,24.87
RED-0001095,ORD-00002452,PROMO-0005,29.94
RED-0001096,ORD-00001091,PROMO-0021,74.48
RED-0001097,ORD-00001171,PROMO-0003,40.73
RED-0001098,ORD-00000070,PROMO-0020,49.45
RED-0001099,ORD-00003606,PROMO-0012,54.74
RED-0001100,ORD-00001241,PROMO-0030,32.05
RED-0001101,ORD-00003625,PROMO-0028,17.86
RED-0001102,ORD-00000824,PROMO-0005,56.93
RED-0001103,ORD-00004830,PROMO-0024,30.03
RED-0001104,ORD-00003518,PROMO-0011,59.75
RED-0001105,ORD-00002030,PROMO-0009,49.06
RED-0001106,ORD-00002033,PROMO-0018,45.87
RED-0001107,ORD-00004978,PROMO-0010,58.86
RED-0001108,ORD-00000220,PROMO-0028,63.84
RED-0001109,ORD-00002472,PROMO-0007,39.8
RED-0001110,ORD-00004175,PROMO-0007,56.59
RED-0001111,ORD-00002422,PROMO-0021,5.98
RED-0001112,ORD-00001961,PROMO-0016,30.17
RED-0001113,ORD-00001975,PROMO-0016,48.58
RED-0001114,ORD-00000582,PROMO-0017,66.88
RED-0001115,ORD-00000099,PROMO-0012,70.18
RED-0001116,ORD-00001082,PROMO-0013,64.84
RED-0001117,ORD-00004657,PROMO-0014,28.68
RED-0001118,ORD-00001416,PROMO-0025,36.38
RED-0001119,ORD-00000598,PROMO-0001,44.88
RED-0001120,ORD-00000113,PROMO-0009,17.75
RED-0001121,ORD-00000496,PROMO-0026,31.05
RED-0001122,ORD-00002347,PROMO-0021,54.02
RED-0001123,ORD-00003404,PROMO-0014,53.23
RED-0001124,ORD-00000676,PROMO-0021,41.17
RED-0001125,ORD-00001251,PROMO-0009,8.1
RED-0001126,ORD-00000648,PROMO-0017,69.23
RED-0001127,ORD-00001273,PROMO-0018,25.85
RED-0001128,ORD-00004805,PROMO-0021,57.72
RED-0001129,ORD-00000542,PROMO-0010,53.0
RED-0001130,ORD-00001955,PROMO-0002,19.85
RED-0001131,ORD-00003560,PROMO-0004,35.1
RED-0001132,ORD-00004988,PROMO-0002,24.58
RED-0001133,ORD-00001439,PROMO-0004,2.92
RED-0001134,ORD-00001125,PROMO-0023,2.83
RED-0001135,ORD-00004067,PROMO-0012,40.18
RED-0001136,ORD-00002124,PROMO-0006,29.15
RED-0001137,ORD-00002202,PROMO-0024,66.71
RED-0001138,ORD-00000241,PROMO-0011,60.92
RED-0001139,ORD-00002229,PROMO-0017,6.66
RED-0001140,ORD-00004724,PROMO-0021,7.63
RED-0001141,ORD-00003729,PROMO-0017,28.29
RED-0001142,ORD-00004093,PROMO-0028,43.38
RED-0001143,ORD-00003013,PROMO-0006,20.62
RED-0001144,ORD-00000843,PROMO-0029,43.9
RED-0001145,ORD-00000945,PROMO-0008,56.08
RED-0001146,ORD-00000022,PROMO-0002,64.68
RED-0001147,ORD-00000101,PROMO-0008,5.36
RED-0001148,ORD-00002982,PROMO-0013,69.18
RED-0001149,ORD-00001467,PROMO-0030,72.1
RED-0001150,ORD-00000290,PROMO-0018,60.63
RED-0001151,ORD-00003436,PROMO-0008,25.49
RED-0001152,ORD-00003410,PROMO-0030,54.58
RED-0001153,ORD-00002223,PROMO-0027,7.69
RED-0001154,ORD-00003055,PROMO-0004,38.65
RED-0001155,ORD-00000432,PROMO-0006,18.29
RED-0001156,ORD-00004226,PROMO-0002,71.65
RED-0001157,ORD-00000565,PROMO-0029,35.95
RED-0001158,ORD-00002313,PROMO-0025,63.67
RED-0001159,ORD-00002682,PROMO-0003,42.38
RED-0001160,ORD-00000066,PROMO-0012,16.65
RED-0001161,ORD-00004619,PROMO-0026,24.19
RED-0001162,ORD-00001988,PROMO-0015,28.88
RED-0001163,ORD-00004042,PROMO-0025,58.64
RED-0001164,ORD-00004478,PROMO-0025,60.11
RED-0001165,ORD-00001234,PROMO-0001,70.07
RED-0001166,ORD-00000196,PROMO-0008,41.53
RED-0001167,ORD-00000079,PROMO-0011,2.11
RED-0001168,ORD-00003083,PROMO-0028,55.88
RED-0001169,ORD-00002520,PROMO-0004,16.98
RED-0001170,ORD-00001952,PROMO-0014,37.92
RED-0001171,ORD-00000491,PROMO-0005,53.95
RED-0001172,ORD-00000763,PROMO-0002,69.25
RED-0001173,ORD-00004258,PROMO-0014,53.16
RED-0001174,ORD-00003052,PROMO-0015,73.14
RED-0001175,ORD-00000696,PROMO-0019,8.98
RED-0001176,ORD-00001094,PROMO-0021,61.86
RED-0001177,ORD-00000614,PROMO-0019,43.45
RED-0001178,ORD-00003564,PROMO-0022,72.39
RED-0001179,ORD-00001940,PROMO-0010,21.05
RED-0001180,ORD-00002581,PROMO-0030,60.46
RED-0001181,ORD-00002673,PROMO-0011,35.05
RED-0001182,ORD-00001914,PROMO-0003,70.88
RED-0001183,ORD-00001116,PROMO-0025,58.22
RED-0001184,ORD-00000893,PROMO-0005,9.71
RED-0001185,ORD-00003683,PROMO-0015,24.92
RED-0001186,ORD-00000990,PROMO-0018,28.15
RED-0001187,ORD-00001701,PROMO-0015,24.51
RED-0001188,ORD-00002171,PROMO-0028,10.75
RED-0001189,ORD-00001292,PROMO-0026,52.08
RED-0001190,ORD-00004943,PROMO-0002,17.7
RED-0001191,ORD-00002686,PROMO-0005,8.66
RED-0001192,ORD-00002034,PROMO-0012,30.93
RED-0001193,ORD-00000402,PROMO-0022,23.82
RED-0001194,ORD-00001425,PROMO-0001,71.5
RED-0001195,ORD-00003705,PROMO-0018,56.61
RED-0001196,ORD-00002047,PROMO-0004,35.73
RED-0001197,ORD-00001146,PROMO-0004,2.87
RED-0001198,ORD-00001821,PROMO-0005,16.46
RED-0001199,ORD-00003282,PROMO-0012,52.1
RED-0001200,ORD-00000689,PROMO-0019,44.79
