order_item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM-000007264,ORD-00002922,PROD-000158,2,51.52,8.95
ITEM-000007265,ORD-00002922,PROD-000193,1,177.84,3.91
ITEM-000007266,ORD-00002923,PROD-000127,4,79.49,11.95
ITEM-000007267,ORD-00002923,PROD-000195,2,272.68,3.63
ITEM-000007268,ORD-00002923,PROD-000300,3,90.24,13.27
ITEM-000007269,ORD-00002923,PROD-000196,5,266.04,33.72
ITEM-000007270,ORD-00002924,PROD-000299,2,233.47,29.85
ITEM-000007271,ORD-00002924,PROD-000249,4,45.99,3.46
ITEM-000007272,ORD-00002924,PROD-000135,1,164.35,9.82
ITEM-000007273,ORD-00002925,PROD-000014,2,250.44,46.45
ITEM-000007274,ORD-00002926,PROD-000002,2,24.12,3.58
ITEM-000007275,ORD-00002926,PROD-000172,3,183.04,2.33
ITEM-000007276,ORD-00002926,PROD-000107,3,9.55,1.49
ITEM-000007277,ORD-00002927,PROD-000282,4,158.46,15.25
ITEM-000007278,ORD-00002927,PROD-000093,5,178.93,32.59
ITEM-000007279,ORD-00002927,PROD-000118,5,182.0,0.03
ITEM-000007280,ORD-00002928,PROD-000124,2,85.6,1.13
ITEM-000007281,ORD-00002928,PROD-000185,3,183.85,13.9
ITEM-000007282,ORD-00002928,PROD-000043,3,44.85,6.16
ITEM-000007283,ORD-00002928,PROD-000150,5,213.07,35.35
ITEM-000007284,ORD-00002929,PROD-000184,1,133.98,3.07
ITEM-000007285,ORD-00002929,PROD-000235,5,121.53,12.57
ITEM-000007286,ORD-00002930,PROD-000110,1,230.22,6.17
ITEM-000007287,ORD-00002930,PROD-000005,3,162.22,0.45
ITEM-000007288,ORD-00002930,PROD-000165,3,223.01,10.88
ITEM-000007289,ORD-00002931,PROD-000223,4,37.75,0.72
ITEM-000007290,ORD-00002931,PROD-000100,1,199.6,27.88
ITEM-000007291,ORD-00002931,PROD-000192,5,222.13,2.29
ITEM-000007292,ORD-00002931,PROD-000052,5,197.07,18.94
ITEM-000007293,ORD-00002932,PROD-000044,3,31.7,1.31
ITEM-000007294,ORD-00002932,PROD-000044,3,31.7,0.58
ITEM-000007295,ORD-00002933,PROD-000129,2,145.51,12.61
ITEM-000007296,ORD-00002934,PROD-000088,1,144.7,27.36
ITEM-000007297,ORD-00002934,PROD-000008,4,169.86,27.12
ITEM-000007298,ORD-00002934,PROD-000040,5,52.71,4.81
ITEM-000007299,ORD-00002934,PROD-000024,5,195.99,26.32
ITEM-000007300,ORD-00002935,PROD-000217,3,39.78,1.03
ITEM-000007301,ORD-00002935,PROD-000233,1,153.78,12.5
ITEM-000007302,ORD-00002935,PROD-000281,1,205.29,5.86
ITEM-000007303,ORD-00002936,PROD-000297,2,225.62,11.03
ITEM-000007304,ORD-00002936,PROD-000037,3,237.13,44.68
ITEM-000007305,ORD-00002936,PROD-000092,2,68.92,0.17
ITEM-000007306,ORD-00002936,PROD-000018,1,116.66,4.31
ITEM-000007307,ORD-00002937,PROD-000095,5,256.52,22.15
ITEM-000007308,ORD-00002938,PROD-000172,1,183.04,24.72
ITEM-000007309,ORD-00002938,PROD-000071,2,48.6,2.8
ITEM-000007310,ORD-00002938,PROD-000049,1,162.37,9.39
ITEM-000007311,ORD-00002939,PROD-000014,4,250.44,20.48
ITEM-000007312,ORD-00002939,PROD-000019,1,146.76,9.25
ITEM-000007313,ORD-00002940,PROD-000164,5,160.68,18.2
ITEM-000007314,ORD-00002940,PROD-000010,1,265.73,52.25
ITEM-000007315,ORD-00002940,PROD-000206,4,129.81,23.18
ITEM-000007316,ORD-00002941,PROD-000266,2,145.38,3.74
ITEM-000007317,ORD-00002941,PROD-000070,3,170.09,1.27
ITEM-000007318,ORD-00002942,PROD-000119,5,241.98,6.32
ITEM-000007319,ORD-00002942,PROD-000091,1,82.4,6.14
ITEM-000007320,ORD-00002942,PROD-000072,1,70.42,1.35
ITEM-000007321,ORD-00002943,PROD-000039,1,21.15,3.21
ITEM-000007322,ORD-00002944,PROD-000274,3,105.23,4.4
ITEM-000007323,ORD-00002944,PROD-000295,1,19.6,0.75
ITEM-000007324,ORD-00002944,PROD-000090,3,115.9,4.21
ITEM-000007325,ORD-00002945,PROD-000060,2,175.48,5.56
ITEM-000007326,ORD-00002945,PROD-000131,3,157.33,26.19
ITEM-000007327,ORD-00002945,PROD-000211,3,34.19,2.28
ITEM-000007328,ORD-00002945,PROD-000111,3,8.47,0.31
ITEM-000007329,ORD-00002946,PROD-000153,3,111.79,13.63
ITEM-000007330,ORD-00002946,PROD-000220,1,23.88,0.83
ITEM-000007331,ORD-00002946,PROD-000299,5,233.47,20.08
ITEM-000007332,ORD-00002946,PROD-000099,3,85.82,2.98
ITEM-000007333,ORD-00002947,PROD-000299,3,233.47,11.56
ITEM-000007334,ORD-00002948,PROD-000243,2,179.01,9.91
ITEM-000007335,ORD-00002948,PROD-000294,5,268.13,34.16
ITEM-000007336,ORD-00002948,PROD-000185,2,183.85,22.86
ITEM-000007337,ORD-00002948,PROD-000119,3,241.98,19.59
ITEM-000007338,ORD-00002949,PROD-000172,2,183.04,36.51
ITEM-000007339,ORD-00002950,PROD-000190,3,66.83,7.52
ITEM-000007340,ORD-00002950,PROD-000034,3,22.91,2.24
ITEM-000007341,ORD-00002950,PROD-000200,2,169.62,12.54
ITEM-000007342,ORD-00002950,PROD-000127,5,79.49,0.96
ITEM-000007343,ORD-00002951,PROD-000214,3,199.19,4.19
ITEM-000007344,ORD-00002951,PROD-000243,3,179.01,7.85
ITEM-000007345,ORD-00002951,PROD-000208,5,11.88,1.66
ITEM-000007346,ORD-00002951,PROD-000082,3,153.69,26.99
ITEM-000007347,ORD-00002952,PROD-000202,4,170.28,24.51
ITEM-000007348,ORD-00002952,PROD-000120,3,150.5,6.27
ITEM-000007349,ORD-00002952,PROD-000298,4,75.81,1.93
ITEM-000007350,ORD-00002953,PROD-000128,2,144.64,8.38
ITEM-000007351,ORD-00002953,PROD-000199,4,250.55,46.29
ITEM-000007352,ORD-00002953,PROD-000078,3,104.84,2.17
ITEM-000007353,ORD-00002954,PROD-000042,2,20.87,2.68
ITEM-000007354,ORD-00002954,PROD-000215,2,145.42,21.67
ITEM-000007355,ORD-00002954,PROD-000281,2,205.29,13.3
ITEM-000007356,ORD-00002954,PROD-000109,3,82.03,6.74
ITEM-000007357,ORD-00002955,PROD-000257,4,285.25,14.05
ITEM-000007358,ORD-00002955,PROD-000296,1,161.45,13.33
ITEM-000007359,ORD-00002955,PROD-000052,4,197.07,28.8
ITEM-000007360,ORD-00002956,PROD-000152,5,40.04,3.77
ITEM-000007361,ORD-00002956,PROD-000122,5,174.47,21.23
ITEM-000007362,ORD-00002957,PROD-000213,1,151.52,10.74
ITEM-000007363,ORD-00002958,PROD-000257,1,285.25,5.79
ITEM-000007364,ORD-00002958,PROD-000264,2,25.07,3.48
ITEM-000007365,ORD-00002959,PROD-000015,2,77.71,0.36
ITEM-000007366,ORD-00002960,PROD-000243,2,179.01,13.59
ITEM-000007367,ORD-00002960,PROD-000242,2,248.42,38.51
ITEM-000007368,ORD-00002961,PROD-000049,3,162.37,17.42
ITEM-000007369,ORD-00002962,PROD-000247,5,95.38,17.24
ITEM-000007370,ORD-00002962,PROD-000010,5,265.73,47.63
ITEM-000007371,ORD-00002962,PROD-000198,3,196.53,22.56
ITEM-000007372,ORD-00002962,PROD-000061,2,156.43,30.64
ITEM-000007373,ORD-00002963,PROD-000204,2,193.75,22.95
ITEM-000007374,ORD-00002963,PROD-000153,4,111.79,8.87
ITEM-000007375,ORD-00002963,PROD-000166,3,161.73,27.12
ITEM-000007376,ORD-00002964,PROD-000199,3,250.55,17.26
ITEM-000007377,ORD-00002964,PROD-000208,2,11.88,2.18
ITEM-000007378,ORD-00002965,PROD-000056,4,207.38,5.75
ITEM-000007379,ORD-00002965,PROD-000300,5,90.24,11.38
ITEM-000007380,ORD-00002966,PROD-000006,2,20.4,1.61
ITEM-000007381,ORD-00002966,PROD-000294,3,268.13,27.11
ITEM-000007382,ORD-00002966,PROD-000041,1,146.19,5.31
ITEM-000007383,ORD-00002967,PROD-000197,3,142.58,16.17
ITEM-000007384,ORD-00002967,PROD-000046,5,37.28,3.06
ITEM-000007385,ORD-00002967,PROD-000014,4,250.44,34.16
ITEM-000007386,ORD-00002967,PROD-000282,2,158.46,6.92
ITEM-000007387,ORD-00002968,PROD-000057,1,202.38,4.25
ITEM-000007388,ORD-00002968,PROD-000200,1,169.62,5.76
ITEM-000007389,ORD-00002969,PROD-000059,4,24.94,3.87
ITEM-000007390,ORD-00002970,PROD-000291,5,181.27,9.87
ITEM-000007391,ORD-00002970,PROD-000300,1,90.24,13.74
ITEM-000007392,ORD-00002971,PROD-000100,2,199.6,9.25
ITEM-000007393,ORD-00002972,PROD-000111,4,8.47,1.55
ITEM-000007394,ORD-00002972,PROD-000215,4,145.42,19.1
ITEM-000007395,ORD-00002972,PROD-000106,3,222.78,23.77
ITEM-000007396,ORD-00002973,PROD-000145,1,223.58,36.91
ITEM-000007397,ORD-00002974,PROD-000046,1,37.28,7.12
ITEM-000007398,ORD-00002974,PROD-000223,4,37.75,4.53
ITEM-000007399,ORD-00002974,PROD-000020,1,193.41,38.45
ITEM-000007400,ORD-00002975,PROD-000054,4,6.16,0.01
ITEM-000007401,ORD-00002976,PROD-000297,5,225.62,29.91
ITEM-000007402,ORD-00002976,PROD-000043,1,44.85,0.43
ITEM-000007403,ORD-00002976,PROD-000160,2,96.22,17.2
ITEM-000007404,ORD-00002977,PROD-000078,5,104.84,11.78
ITEM-000007405,ORD-00002978,PROD-000214,1,199.19,16.1
ITEM-000007406,ORD-00002978,PROD-000279,1,88.92,13.3
ITEM-000007407,ORD-00002978,PROD-000038,5,87.71,10.56
ITEM-000007408,ORD-00002978,PROD-000127,3,79.49,2.3
ITEM-000007409,ORD-00002979,PROD-000133,5,67.78,12.14
ITEM-000007410,ORD-00002979,PROD-000169,3,273.71,30.3
ITEM-000007411,ORD-00002980,PROD-000031,2,215.03,13.73
ITEM-000007412,ORD-00002980,PROD-000039,4,21.15,0.26
ITEM-000007413,ORD-00002981,PROD-000290,1,96.01,9.33
ITEM-000007414,ORD-00002981,PROD-000052,2,197.07,36.29
ITEM-000007415,ORD-00002981,PROD-000196,1,266.04,4.25
ITEM-000007416,ORD-00002981,PROD-000247,1,95.38,16.31
ITEM-000007417,ORD-00002982,PROD-000254,1,59.19,2.41
ITEM-000007418,ORD-00002983,PROD-000051,5,151.67,20.68
ITEM-000007419,ORD-00002983,PROD-000009,2,38.67,2.35
ITEM-000007420,ORD-00002984,PROD-000003,2,94.19,18.29
ITEM-000007421,ORD-00002984,PROD-000267,5,237.37,38.12
ITEM-000007422,ORD-00002984,PROD-000046,3,37.28,0.69
ITEM-000007423,ORD-00002984,PROD-000068,5,284.88,26.17
ITEM-000007424,ORD-00002985,PROD-000163,2,87.64,15.93
ITEM-000007425,ORD-00002985,PROD-000039,5,21.15,0.9
ITEM-000007426,ORD-00002985,PROD-000224,4,108.39,18.41
ITEM-000007427,ORD-00002986,PROD-000252,4,138.21,8.14
ITEM-000007428,ORD-00002986,PROD-000220,2,23.88,2.89
ITEM-000007429,ORD-00002986,PROD-000123,5,211.38,33.34
ITEM-000007430,ORD-00002987,PROD-000020,4,193.41,11.67
ITEM-000007431,ORD-00002988,PROD-000195,1,272.68,42.67
ITEM-000007432,ORD-00002989,PROD-000087,2,82.01,10.52
ITEM-000007433,ORD-00002989,PROD-000061,3,156.43,8.88
ITEM-000007434,ORD-00002989,PROD-000025,1,124.64,17.7
ITEM-000007435,ORD-00002990,PROD-000172,2,183.04,12.14
ITEM-000007436,ORD-00002991,PROD-000222,2,173.52,13.48
ITEM-000007437,ORD-00002991,PROD-000209,5,179.59,9.1
ITEM-000007438,ORD-00002991,PROD-000177,3,110.22,3.69
ITEM-000007439,ORD-00002991,PROD-000166,2,161.73,24.51
ITEM-000007440,ORD-00002992,PROD-000160,1,96.22,0.04
ITEM-000007441,ORD-00002992,PROD-000187,3,71.53,6.96
ITEM-000007442,ORD-00002992,PROD-000034,4,22.91,2.67
ITEM-000007443,ORD-00002992,PROD-000142,5,42.45,4.46
ITEM-000007444,ORD-00002993,PROD-000219,4,170.99,20.67
ITEM-000007445,ORD-00002993,PROD-000260,5,87.01,17.09
ITEM-000007446,ORD-00002993,PROD-000114,1,178.3,1.09
ITEM-000007447,ORD-00002994,PROD-000175,4,285.03,25.73
ITEM-000007448,ORD-00002995,PROD-000107,3,9.55,0.7
ITEM-000007449,ORD-00002995,PROD-000259,3,58.93,10.45
ITEM-000007450,ORD-00002995,PROD-000095,4,256.52,32.74
ITEM-000007451,ORD-00002995,PROD-000045,4,139.38,4.35
ITEM-000007452,ORD-00002996,PROD-000069,3,294.54,23.86
ITEM-000007453,ORD-00002996,PROD-000014,3,250.44,19.17
ITEM-000007454,ORD-00002996,PROD-000005,4,162.22,0.73
ITEM-000007455,ORD-00002996,PROD-000022,1,178.72,10.51
ITEM-000007456,ORD-00002997,PROD-000057,2,202.38,0.21
ITEM-000007457,ORD-00002997,PROD-000194,5,65.76,8.53
ITEM-000007458,ORD-00002997,PROD-000216,2,179.85,9.38
ITEM-000007459,ORD-00002998,PROD-000053,1,113.39,0.08
ITEM-000007460,ORD-00002998,PROD-000211,4,34.19,3.7
ITEM-000007461,ORD-00002998,PROD-000031,3,215.03,42.5
ITEM-000007462,ORD-00002998,PROD-000052,4,197.07,5.34
ITEM-000007463,ORD-00002999,PROD-000004,4,61.96,5.05
ITEM-000007464,ORD-00002999,PROD-000099,5,85.82,12.36
ITEM-000007465,ORD-00003000,PROD-000180,2,175.36,4.91
ITEM-000007466,ORD-00003001,PROD-000283,2,40.56,1.47
ITEM-000007467,ORD-00003001,PROD-000285,2,236.26,13.42
ITEM-000007468,ORD-00003002,PROD-000242,3,248.42,43.04
ITEM-000007469,ORD-00003002,PROD-000270,2,159.71,11.43
ITEM-000007470,ORD-00003002,PROD-000153,1,111.79,0.03
ITEM-000007471,ORD-00003003,PROD-000020,5,193.41,10.37
ITEM-000007472,ORD-00003004,PROD-000117,3,220.67,39.28
ITEM-000007473,ORD-00003005,PROD-000060,2,175.48,12.18
ITEM-000007474,ORD-00003006,PROD-000161,2,9.57,0.61
ITEM-000007475,ORD-00003007,PROD-000075,2,62.62,9.6
ITEM-000007476,ORD-00003007,PROD-000272,5,241.9,6.35
ITEM-000007477,ORD-00003007,PROD-000004,4,61.96,3.58
ITEM-000007478,ORD-00003007,PROD-000185,4,183.85,20.46
ITEM-000007479,ORD-00003008,PROD-000238,5,67.16,3.23
ITEM-000007480,ORD-00003009,PROD-000277,1,89.29,15.21
ITEM-000007481,ORD-00003009,PROD-000013,3,89.16,1.82
ITEM-000007482,ORD-00003010,PROD-000169,2,273.71,16.49
ITEM-000007483,ORD-00003010,PROD-000171,2,85.33,13.42
ITEM-000007484,ORD-00003010,PROD-000262,1,149.73,27.84
ITEM-000007485,ORD-00003011,PROD-000148,4,173.72,19.31
ITEM-000007486,ORD-00003011,PROD-000233,3,153.78,22.54
ITEM-000007487,ORD-00003011,PROD-000066,5,12.81,0.09
ITEM-000007488,ORD-00003012,PROD-000262,5,149.73,27.74
ITEM-000007489,ORD-00003013,PROD-000012,4,166.44,7.39
ITEM-000007490,ORD-00003013,PROD-000177,4,110.22,21.63
ITEM-000007491,ORD-00003014,PROD-000117,4,220.67,24.64
ITEM-000007492,ORD-00003015,PROD-000075,1,62.62,2.78
ITEM-000007493,ORD-00003016,PROD-000129,2,145.51,23.92
ITEM-000007494,ORD-00003016,PROD-000207,5,264.8,30.49
ITEM-000007495,ORD-00003016,PROD-000164,3,160.68,17.76
ITEM-000007496,ORD-00003016,PROD-000177,4,110.22,17.29
ITEM-000007497,ORD-00003017,PROD-000011,5,40.55,6.16
ITEM-000007498,ORD-00003017,PROD-000096,5,261.99,46.89
ITEM-000007499,ORD-00003017,PROD-000001,4,161.47,19.46
ITEM-000007500,ORD-00003018,PROD-000291,1,181.27,25.0
ITEM-000007501,ORD-00003018,PROD-000184,2,133.98,13.93
ITEM-000007502,ORD-00003018,PROD-000279,4,88.92,0.26
ITEM-000007503,ORD-00003018,PROD-000035,1,17.96,1.4
ITEM-000007504,ORD-00003019,PROD-000236,2,24.26,1.13
ITEM-000007505,ORD-00003019,PROD-000140,3,113.52,10.08
ITEM-000007506,ORD-00003019,PROD-000023,1,61.71,4.93
ITEM-000007507,ORD-00003019,PROD-000074,4,214.62,17.79
ITEM-000007508,ORD-00003020,PROD-000215,5,145.42,2.01
ITEM-000007509,ORD-00003020,PROD-000283,1,40.56,1.14
ITEM-000007510,ORD-00003021,PROD-000011,5,40.55,2.27
ITEM-000007511,ORD-00003021,PROD-000246,4,42.16,5.19
ITEM-000007512,ORD-00003022,PROD-000204,3,193.75,10.44
ITEM-000007513,ORD-00003022,PROD-000236,4,24.26,4.17
ITEM-000007514,ORD-00003023,PROD-000166,1,161.73,17.19
ITEM-000007515,ORD-00003023,PROD-000095,2,256.52,38.17
ITEM-000007516,ORD-00003024,PROD-000090,2,115.9,6.99
ITEM-000007517,ORD-00003024,PROD-000003,1,94.19,5.16
ITEM-000007518,ORD-00003024,PROD-000233,2,153.78,9.47
ITEM-000007519,ORD-00003025,PROD-000176,2,207.29,39.07
ITEM-000007520,ORD-00003025,PROD-000204,5,193.75,4.19
ITEM-000007521,ORD-00003025,PROD-000274,3,105.23,6.64
ITEM-000007522,ORD-00003026,PROD-000300,1,90.24,6.93
ITEM-000007523,ORD-00003026,PROD-000256,5,26.12,4.23
ITEM-000007524,ORD-00003026,PROD-000008,2,169.86,9.43
ITEM-000007525,ORD-00003027,PROD-000232,1,124.85,5.97
ITEM-000007526,ORD-00003027,PROD-000110,2,230.22,30.26
ITEM-000007527,ORD-00003027,PROD-000174,5,92.99,5.41
ITEM-000007528,ORD-00003028,PROD-000114,1,178.3,11.49
ITEM-000007529,ORD-00003028,PROD-000276,2,96.15,10.1
ITEM-000007530,ORD-00003029,PROD-000024,3,195.99,0.79
ITEM-000007531,ORD-00003029,PROD-000072,5,70.42,6.13
ITEM-000007532,ORD-00003030,PROD-000047,4,16.68,0.53
ITEM-000007533,ORD-00003030,PROD-000249,3,45.99,8.75
ITEM-000007534,ORD-00003031,PROD-000068,1,284.88,17.21
ITEM-000007535,ORD-00003031,PROD-000209,4,179.59,19.45
ITEM-000007536,ORD-00003032,PROD-000062,3,155.19,21.25
ITEM-000007537,ORD-00003032,PROD-000091,4,82.4,6.3
ITEM-000007538,ORD-00003033,PROD-000244,1,54.61,4.33
ITEM-000007539,ORD-00003033,PROD-000065,3,11.5,1.73
ITEM-000007540,ORD-00003034,PROD-000063,2,42.54,4.99
ITEM-000007541,ORD-00003034,PROD-000257,1,285.25,17.23
ITEM-000007542,ORD-00003035,PROD-000004,2,61.96,1.87
ITEM-000007543,ORD-00003035,PROD-000215,1,145.42,19.53
ITEM-000007544,ORD-00003035,PROD-000025,1,124.64,14.37
ITEM-000007545,ORD-00003036,PROD-000109,3,82.03,10.16
ITEM-000007546,ORD-00003036,PROD-000251,5,149.42,14.56
ITEM-000007547,ORD-00003037,PROD-000002,1,24.12,3.12
ITEM-000007548,ORD-00003038,PROD-000298,3,75.81,6.52
ITEM-000007549,ORD-00003038,PROD-000193,2,177.84,6.55
ITEM-000007550,ORD-00003039,PROD-000193,3,177.84,24.9
ITEM-000007551,ORD-00003039,PROD-000033,5,93.06,13.77
ITEM-000007552,ORD-00003039,PROD-000182,5,262.82,16.25
ITEM-000007553,ORD-00003040,PROD-000297,5,225.62,36.64
ITEM-000007554,ORD-00003040,PROD-000074,2,214.62,0.02
ITEM-000007555,ORD-00003040,PROD-000177,2,110.22,3.01
ITEM-000007556,ORD-00003040,PROD-000120,1,150.5,28.97
ITEM-000007557,ORD-00003041,PROD-000239,5,261.64,40.21
ITEM-000007558,ORD-00003041,PROD-000146,3,200.24,15.09
ITEM-000007559,ORD-00003041,PROD-000226,3,148.45,24.88
ITEM-000007560,ORD-00003041,PROD-000228,1,119.68,18.73
ITEM-000007561,ORD-00003042,PROD-000152,3,40.04,1.57
ITEM-000007562,ORD-00003043,PROD-000042,4,20.87,4.07
ITEM-000007563,ORD-00003044,PROD-000216,4,179.85,12.23
ITEM-000007564,ORD-00003044,PROD-000177,2,110.22,14.52
ITEM-000007565,ORD-00003044,PROD-000215,1,145.42,3.64
ITEM-000007566,ORD-00003044,PROD-000295,2,19.6,2.17
ITEM-000007567,ORD-00003045,PROD-000245,5,6.0,0.07
ITEM-000007568,ORD-00003045,PROD-000038,5,87.71,1.05
ITEM-000007569,ORD-00003045,PROD-000068,2,284.88,3.95
ITEM-000007570,ORD-00003046,PROD-000201,4,154.94,19.4
ITEM-000007571,ORD-00003047,PROD-000013,4,89.16,11.22
ITEM-000007572,ORD-00003047,PROD-000245,4,6.0,0.25
ITEM-000007573,ORD-00003047,PROD-000126,2,87.75,2.65
ITEM-000007574,ORD-00003047,PROD-000249,1,45.99,4.96
ITEM-000007575,ORD-00003048,PROD-000037,2,237.13,17.95
ITEM-000007576,ORD-00003048,PROD-000265,3,55.67,7.21
ITEM-000007577,ORD-00003049,PROD-000213,2,151.52,27.63
ITEM-000007578,ORD-00003049,PROD-000043,1,44.85,2.57
ITEM-000007579,ORD-00003049,PROD-000078,5,104.84,6.53
ITEM-000007580,ORD-00003050,PROD-000021,1,258.38,48.52
ITEM-000007581,ORD-00003051,PROD-000233,3,153.78,23.77
ITEM-000007582,ORD-00003051,PROD-000126,5,87.75,13.2
ITEM-000007583,ORD-00003052,PROD-000125,1,191.28,7.93
ITEM-000007584,ORD-00003052,PROD-000133,4,67.78,4.67
ITEM-000007585,ORD-00003053,PROD-000195,5,272.68,11.38
ITEM-000007586,ORD-00003053,PROD-000246,5,42.16,6.02
ITEM-000007587,ORD-00003053,PROD-000053,4,113.39,14.95
ITEM-000007588,ORD-00003053,PROD-000104,4,157.98,13.04
ITEM-000007589,ORD-00003054,PROD-000175,2,285.03,52.41
ITEM-000007590,ORD-00003055,PROD-000022,1,178.72,3.52
ITEM-000007591,ORD-00003055,PROD-000141,1,197.96,32.25
ITEM-000007592,ORD-00003056,PROD-000084,4,138.49,10.88
ITEM-000007593,ORD-00003056,PROD-000095,4,256.52,22.84
ITEM-000007594,ORD-00003056,PROD-000113,3,38.45,0.49
ITEM-000007595,ORD-00003057,PROD-000250,2,168.52,33.48
ITEM-000007596,ORD-00003057,PROD-000162,3,263.26,11.62
ITEM-000007597,ORD-00003058,PROD-000251,3,149.42,20.1
ITEM-000007598,ORD-00003058,PROD-000161,4,9.57,1.17
ITEM-000007599,ORD-00003059,PROD-000134,5,240.79,21.25
ITEM-000007600,ORD-00003059,PROD-000151,5,206.31,17.57
ITEM-000007601,ORD-00003059,PROD-000085,3,65.75,10.71
ITEM-000007602,ORD-00003059,PROD-000296,3,161.45,22.87
ITEM-000007603,ORD-00003060,PROD-000012,3,166.44,13.54
ITEM-000007604,ORD-00003061,PROD-000162,1,263.26,50.47
ITEM-000007605,ORD-00003061,PROD-000297,2,225.62,43.8
ITEM-000007606,ORD-00003062,PROD-000168,4,145.2,15.5
ITEM-000007607,ORD-00003062,PROD-000171,1,85.33,2.44
ITEM-000007608,ORD-00003062,PROD-000028,4,283.29,43.4
ITEM-000007609,ORD-00003062,PROD-000230,4,66.97,9.52
ITEM-000007610,ORD-00003063,PROD-000119,3,241.98,33.98
ITEM-000007611,ORD-00003063,PROD-000226,5,148.45,23.09
ITEM-000007612,ORD-00003064,PROD-000138,2,256.34,3.74
ITEM-000007613,ORD-00003064,PROD-000295,1,19.6,1.18
ITEM-000007614,ORD-00003064,PROD-000191,1,254.19,9.46
ITEM-000007615,ORD-00003065,PROD-000150,4,213.07,19.67
ITEM-000007616,ORD-00003065,PROD-000004,3,61.96,11.29
ITEM-000007617,ORD-00003066,PROD-000291,4,181.27,31.1
ITEM-000007618,ORD-00003066,PROD-000071,3,48.6,1.13
ITEM-000007619,ORD-00003066,PROD-000267,3,237.37,33.14
ITEM-000007620,ORD-00003066,PROD-000027,4,268.28,1.3
ITEM-000007621,ORD-00003067,PROD-000272,2,241.9,4.53
ITEM-000007622,ORD-00003067,PROD-000232,5,124.85,17.0
ITEM-000007623,ORD-00003068,PROD-000125,2,191.28,17.01
ITEM-000007624,ORD-00003068,PROD-000080,1,141.46,26.21
ITEM-000007625,ORD-00003069,PROD-000163,1,87.64,12.58
ITEM-000007626,ORD-00003069,PROD-000203,4,217.05,17.37
ITEM-000007627,ORD-00003069,PROD-000228,1,119.68,9.46
ITEM-000007628,ORD-00003070,PROD-000113,2,38.45,6.53
ITEM-000007629,ORD-00003070,PROD-000267,4,237.37,9.52
ITEM-000007630,ORD-00003070,PROD-000058,1,86.29,17.06
ITEM-000007631,ORD-00003070,PROD-000078,1,104.84,17.23
ITEM-000007632,ORD-00003071,PROD-000266,3,145.38,14.64
ITEM-000007633,ORD-00003072,PROD-000065,4,11.5,1.88
ITEM-000007634,ORD-00003072,PROD-000279,2,88.92,3.64
ITEM-000007635,ORD-00003072,PROD-000109,4,82.03,13.93
ITEM-000007636,ORD-00003073,PROD-000012,5,166.44,5.54
ITEM-000007637,ORD-00003073,PROD-000277,5,89.29,7.24
ITEM-000007638,ORD-00003073,PROD-000044,2,31.7,2.42
ITEM-000007639,ORD-00003073,PROD-000172,3,183.04,22.21
ITEM-000007640,ORD-00003074,PROD-000223,5,37.75,1.0
ITEM-000007641,ORD-00003074,PROD-000288,3,13.25,2.43
ITEM-000007642,ORD-00003074,PROD-000144,5,184.59,26.4
ITEM-000007643,ORD-00003075,PROD-000059,2,24.94,0.73
ITEM-000007644,ORD-00003076,PROD-000048,5,239.02,44.48
ITEM-000007645,ORD-00003076,PROD-000192,1,222.13,36.65
ITEM-000007646,ORD-00003076,PROD-000001,1,161.47,3.5
ITEM-000007647,ORD-00003077,PROD-000150,4,213.07,4.68
ITEM-000007648,ORD-00003077,PROD-000177,5,110.22,15.77
ITEM-000007649,ORD-00003077,PROD-000031,5,215.03,37.75
ITEM-000007650,ORD-00003078,PROD-000269,5,116.44,13.44
ITEM-000007651,ORD-00003078,PROD-000019,3,146.76,7.49
ITEM-000007652,ORD-00003079,PROD-000032,3,114.8,1.41
ITEM-000007653,ORD-00003080,PROD-000033,3,93.06,7.55
ITEM-000007654,ORD-00003080,PROD-000261,3,28.24,0.43
ITEM-000007655,ORD-00003081,PROD-000170,2,124.7,13.03
ITEM-000007656,ORD-00003081,PROD-000053,3,113.39,11.68
ITEM-000007657,ORD-00003082,PROD-000245,3,6.0,0.55
ITEM-000007658,ORD-00003082,PROD-000181,5,155.05,1.55
ITEM-000007659,ORD-00003083,PROD-000007,1,234.37,43.23
ITEM-000007660,ORD-00003084,PROD-000196,3,266.04,23.8
ITEM-000007661,ORD-00003084,PROD-000250,4,168.52,18.5
ITEM-000007662,ORD-00003084,PROD-000019,1,146.76,28.24
ITEM-000007663,ORD-00003085,PROD-000080,4,141.46,22.36
ITEM-000007664,ORD-00003086,PROD-000208,5,11.88,1.25
ITEM-000007665,ORD-00003087,PROD-000248,1,206.76,18.03
ITEM-000007666,ORD-00003087,PROD-000055,3,139.15,14.36
ITEM-000007667,ORD-00003088,PROD-000218,5,184.34,36.05
ITEM-000007668,ORD-00003088,PROD-000058,1,86.29,9.82
ITEM-000007669,ORD-00003088,PROD-000241,4,199.27,17.48
ITEM-000007670,ORD-00003088,PROD-000297,5,225.62,9.11
ITEM-000007671,ORD-00003089,PROD-000082,4,153.69,2.02
ITEM-000007672,ORD-00003089,PROD-000022,3,178.72,30.91
ITEM-000007673,ORD-00003090,PROD-000275,2,143.99,10.8
