payment_id,order_id,payment_method,payment_status,amount
PAY-00002622,ORD-00002622,CARD,APPROVED,378.18
PAY-00002623,ORD-00002623,TRANSFER,REFUNDED,0.0
PAY-00002624,ORD-00002624,TRANSFER,REFUNDED,0.0
PAY-00002625,ORD-00002625,WALLET,APPROVED,303.52
PAY-00002626,ORD-00002626,CARD,APPROVED,645.64
PAY-00002627,ORD-00002627,TRANSFER,APPROVED,500.16
PAY-00002628,ORD-00002628,CASH,APPROVED,203.96
PAY-00002629,ORD-00002629,CASH,APPROVED,752.11
PAY-00002630,ORD-00002630,WALLET,APPROVED,207.2
PAY-00002631,ORD-00002631,WALLET,REFUNDED,0.0
PAY-00002632,ORD-00002632,TRANSFER,APPROVED,605.29
PAY-00002633,ORD-00002633,CASH,APPROVED,582.5
PAY-00002634,ORD-00002634,TRANSFER,APPROVED,429.69
PAY-00002635,ORD-00002635,CASH,APPROVED,840.72
PAY-00002636,ORD-00002636,CASH,APPROVED,711.46
PAY-00002637,ORD-00002637,WALLET,APPROVED,292.27
PAY-00002638,ORD-00002638,TRANSFER,APPROVED,287.19
PAY-00002639,ORD-00002639,CARD,APPROVED,410.26
PAY-00002640,ORD-00002640,WALLET,APPROVED,512.27
PAY-00002641,ORD-00002641,CARD,APPROVED,486.09
PAY-00002642,ORD-00002642,CASH,APPROVED,634.38
PAY-00002643,ORD-00002643,TRANSFER,APPROVED,144.78
PAY-00002644,ORD-00002644,CASH,REFUNDED,0.0
PAY-00002645,ORD-00002645,CARD,APPROVED,738.89
PAY-00002646,ORD-00002646,WALLET,APPROVED,806.18
PAY-00002647,ORD-00002647,CASH,APPROVED,315.7
PAY-00002648,ORD-00002648,TRANSFER,APPROVED,280.59
PAY-00002649,ORD-00002649,CASH,REFUNDED,0.0
PAY-00002650,ORD-00002650,TRANSFER,APPROVED,885.46
PAY-00002651,ORD-00002651,CASH,REFUNDED,0.0
PAY-00002652,ORD-00002652,CARD,REJECTED,0.0
PAY-00002653,ORD-00002653,TRANSFER,APPROVED,247.86
PAY-00002654,ORD-00002654,WALLET,APPROVED,895.66
PAY-00002655,ORD-00002655,CARD,APPROVED,42.77
PAY-00002656,ORD-00002656,TRANSFER,APPROVED,32.0
PAY-00002657,ORD-00002657,CASH,APPROVED,630.33
PAY-00002658,ORD-00002658,CASH,APPROVED,770.46
PAY-00002659,ORD-00002659,CARD,APPROVED,321.42
PAY-00002660,ORD-00002660,TRANSFER,APPROVED,823.32
PAY-00002661,ORD-00002661,TRANSFER,APPROVED,807.8
PAY-00002662,ORD-00002662,CARD,APPROVED,345.45
PAY-00002663,ORD-00002663,CARD,APPROVED,23.54
PAY-00002664,ORD-00002664,CARD,APPROVED,569.12
PAY-00002665,ORD-00002665,WALLET,APPROVED,108.66
PAY-00002666,ORD-00002666,WALLET,APPROVED,835.01
PAY-00002667,ORD-00002667,CASH,APPROVED,621.76
PAY-00002668,ORD-00002668,WALLET,APPROVED,483.46
PAY-00002669,ORD-00002669,WALLET,APPROVED,179.67
PAY-00002670,ORD-00002670,WALLET,APPROVED,464.21
PAY-00002671,ORD-00002671,TRANSFER,APPROVED,494.67
PAY-00002672,ORD-00002672,WALLET,APPROVED,82.07
PAY-00002673,ORD-00002673,CARD,APPROVED,754.9
PAY-00002674,ORD-00002674,WALLET,APPROVED,237.09
PAY-00002675,ORD-00002675,CASH,APPROVED,871.8
PAY-00002676,ORD-00002676,CASH,APPROVED,452.12
PAY-00002677,ORD-00002677,WALLET,APPROVED,691.52
PAY-00002678,ORD-00002678,CARD,APPROVED,697.68
PAY-00002679,ORD-00002679,CARD,APPROVED,658.53
PAY-00002680,ORD-00002680,TRANSFER,APPROVED,280.72
PAY-00002681,ORD-00002681,CARD,APPROVED,165.94
PAY-00002682,ORD-00002682,TRANSFER,APPROVED,302.07
PAY-00002683,ORD-00002683,TRANSFER,APPROVED,810.69
PAY-00002684,ORD-00002684,CARD,APPROVED,36.66
PAY-00002685,ORD-00002685,CARD,APPROVED,27.35
PAY-00002686,ORD-00002686,TRANSFER,APPROVED,852.25
PAY-00002687,ORD-00002687,CASH,APPROVED,313.52
PAY-00002688,ORD-00002688,WALLET,APPROVED,770.63
PAY-00002689,ORD-00002689,CASH,APPROVED,853.39
PAY-00002690,ORD-00002690,CARD,APPROVED,108.82
PAY-00002691,ORD-00002691,CARD,APPROVED,140.21
PAY-00002692,ORD-00002692,TRANSFER,APPROVED,861.82
PAY-00002693,ORD-00002693,WALLET,APPROVED,394.66
PAY-00002694,ORD-00002694,CARD,APPROVED,345.42
PAY-00002695,ORD-00002695,WALLET,APPROVED,434.07
PAY-00002696,ORD-00002696,CASH,APPROVED,303.69
PAY-00002697,ORD-00002697,WALLET,APPROVED,506.17
PAY-00002698,ORD-00002698,CARD,APPROVED,869.44
PAY-00002699,ORD-00002699,TRANSFER,APPROVED,554.31
PAY-00002700,ORD-00002700,CASH,APPROVED,803.14
PAY-00002701,ORD-00002701,CASH,APPROVED,566.89
PAY-00002702,ORD-00002702,WALLET,APPROVED,359.78
PAY-00002703,ORD-00002703,TRANSFER,APPROVED,703.32
PAY-00002704,ORD-00002704,TRANSFER,APPROVED,744.98
PAY-00002705,ORD-00002705,TRANSFER,APPROVED,293.04
PAY-00002706,ORD-00002706,CARD,APPROVED,543.86
PAY-00002707,ORD-00002707,WALLET,APPROVED,461.15
PAY-00002708,ORD-00002708,WALLET,APPROVED,195.75
PAY-00002709,ORD-00002709,CASH,APPROVED,426.47
PAY-00002710,ORD-00002710,CARD,APPROVED,506.41
PAY-00002711,ORD-00002711,WALLET,APPROVED,418.51
PAY-00002712,ORD-00002712,CARD,APPROVED,128.75
PAY-00002713,ORD-00002713,TRANSFER,APPROVED,504.03
PAY-00002714,ORD-00002714,WALLET,APPROVED,571.57
PAY-00002715,ORD-00002715,CASH,APPROVED,688.07
PAY-00002716,ORD-00002716,CARD,APPROVED,467.86
PAY-00002717,ORD-00002717,CARD,APPROVED,835.35
PAY-00002718,ORD-00002718,TRANSFER,APPROVED,222.99
PAY-00002719,ORD-00002719,CARD,APPROVED,380.19
PAY-00002720,ORD-00002720,WALLET,APPROVED,479.34
PAY-00002721,ORD-00002721,CARD,APPROVED,94.18
PAY-00002722,ORD-00002722,TRANSFER,APPROVED,65.02
PAY-00002723,ORD-00002723,WALLET,APPROVED,632.1
PAY-00002724,ORD-00002724,TRANSFER,APPROVED,859.66
PAY-00002725,ORD-00002725,CARD,APPROVED,608.18
PAY-00002726,ORD-00002726,WALLET,APPROVED,647.55
PAY-00002727,ORD-00002727,CASH,APPROVED,199.82
PAY-00002728,ORD-00002728,TRANSFER,APPROVED,340.78
PAY-00002729,ORD-00002729,WALLET,APPROVED,489.56
PAY-00002730,ORD-00002730,TRANSFER,APPROVED,346.26
PAY-00002731,ORD-00002731,CASH,APPROVED,304.45
PAY-00002732,ORD-00002732,WALLET,APPROVED,409.31
PAY-00002733,ORD-00002733,CARD,APPROVED,196.06
PAY-00002734,ORD-00002734,TRANSFER,APPROVED,519.63
PAY-00002735,ORD-00002735,TRANSFER,APPROVED,738.81
PAY-00002736,ORD-00002736,CASH,APPROVED,797.68
PAY-00002737,ORD-00002737,TRANSFER,APPROVED,749.18
PAY-00002738,ORD-00002738,CASH,REJECTED,0.0
PAY-00002739,ORD-00002739,CARD,REFUNDED,0.0
PAY-00002740,ORD-00002740,CARD,APPROVED,109.93
PAY-00002741,ORD-00002741,TRANSFER,APPROVED,852.91
PAY-00002742,ORD-00002742,WALLET,APPROVED,517.78
PAY-00002743,ORD-00002743,CASH,APPROVED,874.28
PAY-00002744,ORD-00002744,CARD,APPROVED,593.46
PAY-00002745,ORD-00002745,WALLET,APPROVED,419.38
PAY-00002746,ORD-00002746,WALLET,APPROVED,578.49
PAY-00002747,ORD-00002747,WALLET,REFUNDED,0.0
PAY-00002748,ORD-00002748,CASH,APPROVED,799.5
PAY-00002749,ORD-00002749,WALLET,APPROVED,513.46
PAY-00002750,ORD-00002750,TRANSFER,APPROVED,615.05
PAY-00002751,ORD-00002751,CARD,APPROVED,876.02
PAY-00002752,ORD-00002752,CARD,APPROVED,790.59
PAY-00002753,ORD-00002753,CASH,APPROVED,251.55
PAY-00002754,ORD-00002754,CARD,APPROVED,411.47
PAY-00002755,ORD-00002755,WALLET,APPROVED,400.28
PAY-00002756,ORD-00002756,CASH,APPROVED,672.14
PAY-00002757,ORD-00002757,CASH,APPROVED,433.14
PAY-00002758,ORD-00002758,CASH,APPROVED,298.83
PAY-00002759,ORD-00002759,CASH,APPROVED,428.72
PAY-00002760,ORD-00002760,CASH,APPROVED,375.93
PAY-00002761,ORD-00002761,CARD,APPROVED,309.53
PAY-00002762,ORD-00002762,WALLET,APPROVED,160.38
PAY-00002763,ORD-00002763,CASH,APPROVED,493.09
PAY-00002764,ORD-00002764,CASH,APPROVED,737.39
PAY-00002765,ORD-00002765,TRANSFER,APPROVED,794.44
PAY-00002766,ORD-00002766,TRANSFER,APPROVED,524.29
PAY-00002767,ORD-00002767,CARD,APPROVED,620.35
PAY-00002768,ORD-00002768,CARD,APPROVED,755.27
PAY-00002769,ORD-00002769,WALLET,APPROVED,362.63
PAY-00002770,ORD-00002770,WALLET,APPROVED,584.85
PAY-00002771,ORD-00002771,TRANSFER,REJECTED,0.0
PAY-00002772,ORD-00002772,CARD,REJECTED,0.0
PAY-00002773,ORD-00002773,WALLET,APPROVED,494.64
PAY-00002774,ORD-00002774,CARD,APPROVED,276.77
PAY-00002775,ORD-00002775,WALLET,APPROVED,415.55
PAY-00002776,ORD-00002776,CASH,APPROVED,543.84
PAY-00002777,ORD-00002777,CASH,APPROVED,536.88
PAY-00002778,ORD-00002778,CARD,APPROVED,879.66
PAY-00002779,ORD-00002779,CARD,APPROVED,777.14
PAY-00002780,ORD-00002780,CARD,APPROVED,563.91
PAY-00002781,ORD-00002781,TRANSFER,REFUNDED,0.0
PAY-00002782,ORD-00002782,WALLET,APPROVED,496.21
PAY-00002783,ORD-00002783,TRANSFER,APPROVED,677.91
PAY-00002784,ORD-00002784,WALLET,APPROVED,702.79
PAY-00002785,ORD-00002785,WALLET,APPROVED,620.18
PAY-00002786,ORD-00002786,WALLET,APPROVED,459.33
PAY-00002787,ORD-00002787,CARD,APPROVED,489.06
PAY-00002788,ORD-00002788,CASH,APPROVED,472.31
PAY-00002789,ORD-00002789,TRANSFER,APPROVED,546.99
PAY-00002790,ORD-00002790,WALLET,APPROVED,445.33
PAY-00002791,ORD-00002791,CASH,APPROVED,53.83
PAY-00002792,ORD-00002792,WALLET,APPROVED,217.43
PAY-00002793,ORD-00002793,CARD,APPROVED,131.82
PAY-00002794,ORD-00002794,WALLET,APPROVED,454.09
PAY-00002795,ORD-00002795,TRANSFER,APPROVED,809.46
PAY-00002796,ORD-00002796,CASH,APPROVED,261.83
PAY-00002797,ORD-00002797,CARD,APPROVED,791.84
PAY-00002798,ORD-00002798,WALLET,APPROVED,230.26
PAY-00002799,ORD-00002799,TRANSFER,APPROVED,91.44
PAY-00002800,ORD-00002800,TRANSFER,APPROVED,247.76
PAY-00002801,ORD-00002801,CARD,APPROVED,117.53
PAY-00002802,ORD-00002802,TRANSFER,APPROVED,635.8
PAY-00002803,ORD-00002803,TRANSFER,APPROVED,604.33
PAY-00002804,ORD-00002804,TRANSFER,APPROVED,230.65
PAY-00002805,ORD-00002805,TRANSFER,APPROVED,204.5
PAY-00002806,ORD-00002806,WALLET,APPROVED,77.76
PAY-00002807,ORD-00002807,CARD,APPROVED,688.06
PAY-00002808,ORD-00002808,CASH,APPROVED,681.77
PAY-00002809,ORD-00002809,CASH,APPROVED,374.66
PAY-00002810,ORD-00002810,TRANSFER,APPROVED,39.48
PAY-00002811,ORD-00002811,WALLET,APPROVED,551.7
PAY-00002812,ORD-00002812,TRANSFER,APPROVED,855.21
PAY-00002813,ORD-00002813,TRANSFER,APPROVED,476.31
PAY-00002814,ORD-00002814,WALLET,APPROVED,512.09
PAY-00002815,ORD-00002815,CARD,APPROVED,50.35
PAY-00002816,ORD-00002816,CASH,APPROVED,488.73
PAY-00002817,ORD-00002817,WALLET,APPROVED,685.31
PAY-00002818,ORD-00002818,WALLET,APPROVED,550.61
PAY-00002819,ORD-00002819,WALLET,APPROVED,95.52
PAY-00002820,ORD-00002820,TRANSFER,APPROVED,70.7
PAY-00002821,ORD-00002821,CARD,APPROVED,216.64
PAY-00002822,ORD-00002822,CASH,APPROVED,323.43
PAY-00002823,ORD-00002823,CARD,APPROVED,261.49
PAY-00002824,ORD-00002824,TRANSFER,APPROVED,803.14
PAY-00002825,ORD-00002825,WALLET,APPROVED,622.09
PAY-00002826,ORD-00002826,CASH,APPROVED,424.48
PAY-00002827,ORD-00002827,CARD,APPROVED,197.07
PAY-00002828,ORD-00002828,CASH,APPROVED,588.02
PAY-00002829,ORD-00002829,CASH,APPROVED,840.25
PAY-00002830,ORD-00002830,CASH,APPROVED,238.49
PAY-00002831,ORD-00002831,CASH,REFUNDED,0.0
PAY-00002832,ORD-00002832,CARD,APPROVED,891.91
PAY-00002833,ORD-00002833,WALLET,APPROVED,250.15
PAY-00002834,ORD-00002834,CARD,APPROVED,436.59
PAY-00002835,ORD-00002835,TRANSFER,APPROVED,687.71
PAY-00002836,ORD-00002836,CASH,APPROVED,500.41
PAY-00002837,ORD-00002837,TRANSFER,APPROVED,803.81
PAY-00002838,ORD-00002838,WALLET,APPROVED,651.82
PAY-00002839,ORD-00002839,WALLET,APPROVED,520.0
PAY-00002840,ORD-00002840,CARD,APPROVED,505.03
PAY-00002841,ORD-00002841,CARD,APPROVED,560.42
PAY-00002842,ORD-00002842,CASH,APPROVED,881.13
PAY-00002843,ORD-00002843,TRANSFER,APPROVED,374.67
PAY-00002844,ORD-00002844,WALLET,APPROVED,262.33
PAY-00002845,ORD-00002845,CASH,APPROVED,545.75
PAY-00002846,ORD-00002846,WALLET,APPROVED,376.55
PAY-00002847,ORD-00002847,TRANSFER,APPROVED,679.36
PAY-00002848,ORD-00002848,TRANSFER,APPROVED,450.0
PAY-00002849,ORD-00002849,CARD,APPROVED,456.64
PAY-00002850,ORD-00002850,TRANSFER,APPROVED,637.56
PAY-00002851,ORD-00002851,CARD,APPROVED,372.55
PAY-00002852,ORD-00002852,WALLET,APPROVED,272.25
PAY-00002853,ORD-00002853,CARD,APPROVED,513.53
PAY-00002854,ORD-00002854,CASH,APPROVED,320.49
PAY-00002855,ORD-00002855,CASH,REFUNDED,0.0
PAY-00002856,ORD-00002856,CASH,REFUNDED,0.0
PAY-00002857,ORD-00002857,CASH,APPROVED,731.98
PAY-00002858,ORD-00002858,TRANSFER,APPROVED,217.29
PAY-00002859,ORD-00002859,WALLET,APPROVED,504.25
PAY-00002860,ORD-00002860,CARD,APPROVED,140.35
PAY-00002861,ORD-00002861,CARD,APPROVED,162.47
PAY-00002862,ORD-00002862,WALLET,APPROVED,708.04
PAY-00002863,ORD-00002863,CASH,APPROVED,431.17
PAY-00002864,ORD-00002864,CASH,APPROVED,187.92
PAY-00002865,ORD-00002865,CARD,APPROVED,708.08
PAY-00002866,ORD-00002866,CASH,APPROVED,655.04
PAY-00002867,ORD-00002867,TRANSFER,APPROVED,303.05
PAY-00002868,ORD-00002868,TRANSFER,APPROVED,806.93
PAY-00002869,ORD-00002869,TRANSFER,APPROVED,132.08
PAY-00002870,ORD-00002870,WALLET,APPROVED,262.16
PAY-00002871,ORD-00002871,WALLET,APPROVED,158.45
PAY-00002872,ORD-00002872,TRANSFER,APPROVED,269.17
PAY-00002873,ORD-00002873,WALLET,APPROVED,657.72
PAY-00002874,ORD-00002874,TRANSFER,APPROVED,550.88
PAY-00002875,ORD-00002875,CASH,APPROVED,478.27
PAY-00002876,ORD-00002876,WALLET,APPROVED,198.1
PAY-00002877,ORD-00002877,TRANSFER,APPROVED,379.99
PAY-00002878,ORD-00002878,WALLET,APPROVED,679.03
PAY-00002879,ORD-00002879,CARD,APPROVED,537.53
PAY-00002880,ORD-00002880,CARD,APPROVED,140.95
PAY-00002881,ORD-00002881,TRANSFER,APPROVED,368.33
PAY-00002882,ORD-00002882,TRANSFER,APPROVED,382.98
PAY-00002883,ORD-00002883,TRANSFER,APPROVED,62.01
PAY-00002884,ORD-00002884,CARD,APPROVED,275.15
PAY-00002885,ORD-00002885,WALLET,APPROVED,883.5
PAY-00002886,ORD-00002886,CARD,APPROVED,289.65
PAY-00002887,ORD-00002887,TRANSFER,APPROVED,512.01
PAY-00002888,ORD-00002888,TRANSFER,APPROVED,411.8
PAY-00002889,ORD-00002889,TRANSFER,APPROVED,267.16
PAY-00002890,ORD-00002890,TRANSFER,REFUNDED,0.0
PAY-00002891,ORD-00002891,TRANSFER,APPROVED,516.22
PAY-00002892,ORD-00002892,CASH,APPROVED,647.13
PAY-00002893,ORD-00002893,CASH,APPROVED,689.47
PAY-00002894,ORD-00002894,CASH,APPROVED,52.07
PAY-00002895,ORD-00002895,CARD,APPROVED,186.39
PAY-00002896,ORD-00002896,WALLET,APPROVED,517.85
PAY-00002897,ORD-00002897,CASH,REJECTED,0.0
PAY-00002898,ORD-00002898,CARD,APPROVED,824.89
PAY-00002899,ORD-00002899,WALLET,APPROVED,421.75
PAY-00002900,ORD-00002900,TRANSFER,APPROVED,860.77
PAY-00002901,ORD-00002901,TRANSFER,APPROVED,303.98
PAY-00002902,ORD-00002902,WALLET,APPROVED,261.88
PAY-00002903,ORD-00002903,WALLET,APPROVED,398.98
PAY-00002904,ORD-00002904,WALLET,APPROVED,655.98
PAY-00002905,ORD-00002905,CARD,APPROVED,243.01
PAY-00002906,ORD-00002906,CASH,APPROVED,208.77
PAY-00002907,ORD-00002907,CASH,APPROVED,632.18
PAY-00002908,ORD-00002908,WALLET,APPROVED,308.12
PAY-00002909,ORD-00002909,TRANSFER,REFUNDED,0.0
PAY-00002910,ORD-00002910,TRANSFER,APPROVED,736.33
PAY-00002911,ORD-00002911,CASH,REFUNDED,0.0
PAY-00002912,ORD-00002912,TRANSFER,APPROVED,373.71
PAY-00002913,ORD-00002913,CARD,APPROVED,160.93
PAY-00002914,ORD-00002914,WALLET,APPROVED,104.08
PAY-00002915,ORD-00002915,CASH,APPROVED,450.99
PAY-00002916,ORD-00002916,CASH,REFUNDED,0.0
PAY-00002917,ORD-00002917,TRANSFER,APPROVED,827.5
PAY-00002918,ORD-00002918,CARD,APPROVED,161.22
PAY-00002919,ORD-00002919,CASH,APPROVED,49.97
PAY-00002920,ORD-00002920,TRANSFER,APPROVED,744.41
PAY-00002921,ORD-00002921,WALLET,APPROVED,480.59
PAY-00002922,ORD-00002922,TRANSFER,APPROVED,551.46
PAY-00002923,ORD-00002923,TRANSFER,APPROVED,551.74
PAY-00002924,ORD-00002924,TRANSFER,APPROVED,603.53
PAY-00002925,ORD-00002925,TRANSFER,APPROVED,465.36
PAY-00002926,ORD-00002926,WALLET,APPROVED,223.09
PAY-00002927,ORD-00002927,CARD,APPROVED,423.24
PAY-00002928,ORD-00002928,WALLET,APPROVED,789.5
PAY-00002929,ORD-00002929,CARD,APPROVED,264.99
PAY-00002930,ORD-00002930,CARD,APPROVED,400.27
PAY-00002931,ORD-00002931,WALLET,APPROVED,282.75
PAY-00002932,ORD-00002932,CASH,APPROVED,337.33
PAY-00002933,ORD-00002933,CARD,APPROVED,769.96
PAY-00002934,ORD-00002934,WALLET,APPROVED,366.78
PAY-00002935,ORD-00002935,TRANSFER,APPROVED,304.31
PAY-00002936,ORD-00002936,CASH,APPROVED,680.09
PAY-00002937,ORD-00002937,CASH,APPROVED,160.3
PAY-00002938,ORD-00002938,CASH,APPROVED,797.53
PAY-00002939,ORD-00002939,WALLET,APPROVED,652.89
PAY-00002940,ORD-00002940,CASH,APPROVED,723.18
PAY-00002941,ORD-00002941,TRANSFER,APPROVED,872.81
PAY-00002942,ORD-00002942,CASH,APPROVED,360.76
PAY-00002943,ORD-00002943,CARD,APPROVED,855.59
PAY-00002944,ORD-00002944,WALLET,APPROVED,491.83
PAY-00002945,ORD-00002945,TRANSFER,APPROVED,375.49
PAY-00002946,ORD-00002946,CASH,APPROVED,384.26
PAY-00002947,ORD-00002947,TRANSFER,APPROVED,293.93
PAY-00002948,ORD-00002948,CARD,REJECTED,0.0
PAY-00002949,ORD-00002949,WALLET,APPROVED,249.85
PAY-00002950,ORD-00002950,TRANSFER,APPROVED,16.99
PAY-00002951,ORD-00002951,CASH,APPROVED,498.69
PAY-00002952,ORD-00002952,CASH,APPROVED,602.03
PAY-00002953,ORD-00002953,CASH,APPROVED,269.49
PAY-00002954,ORD-00002954,WALLET,APPROVED,171.85
PAY-00002955,ORD-00002955,CARD,APPROVED,587.46
PAY-00002956,ORD-00002956,CASH,APPROVED,678.23
PAY-00002957,ORD-00002957,WALLET,APPROVED,816.77
PAY-00002958,ORD-00002958,WALLET,APPROVED,270.57
PAY-00002959,ORD-00002959,WALLET,APPROVED,82.46
PAY-00002960,ORD-00002960,WALLET,APPROVED,696.75
PAY-00002961,ORD-00002961,WALLET,APPROVED,414.39
PAY-00002962,ORD-00002962,WALLET,APPROVED,440.9
PAY-00002963,ORD-00002963,CARD,APPROVED,327.62
PAY-00002964,ORD-00002964,CARD,APPROVED,821.16
PAY-00002965,ORD-00002965,CASH,APPROVED,317.76
PAY-00002966,ORD-00002966,TRANSFER,APPROVED,833.37
PAY-00002967,ORD-00002967,CARD,APPROVED,397.68
PAY-00002968,ORD-00002968,TRANSFER,APPROVED,183.28
PAY-00002969,ORD-00002969,CASH,REFUNDED,0.0
PAY-00002970,ORD-00002970,CARD,APPROVED,420.2
PAY-00002971,ORD-00002971,CARD,APPROVED,181.45
PAY-00002972,ORD-00002972,CASH,APPROVED,382.75
PAY-00002973,ORD-00002973,CASH,APPROVED,90.42
PAY-00002974,ORD-00002974,TRANSFER,APPROVED,118.1
PAY-00002975,ORD-00002975,TRANSFER,APPROVED,316.52
PAY-00002976,ORD-00002976,CASH,APPROVED,490.32
PAY-00002977,ORD-00002977,TRANSFER,APPROVED,603.37
PAY-00002978,ORD-00002978,CASH,APPROVED,899.36
PAY-00002979,ORD-00002979,CARD,APPROVED,336.95
PAY-00002980,ORD-00002980,TRANSFER,APPROVED,883.41
PAY-00002981,ORD-00002981,WALLET,REFUNDED,0.0
PAY-00002982,ORD-00002982,TRANSFER,APPROVED,248.82
PAY-00002983,ORD-00002983,WALLET,APPROVED,530.27
PAY-00002984,ORD-00002984,CASH,APPROVED,501.93
PAY-00002985,ORD-00002985,WALLET,APPROVED,785.22
PAY-00002986,ORD-00002986,TRANSFER,APPROVED,372.23
PAY-00002987,ORD-00002987,CASH,APPROVED,309.94
PAY-00002988,ORD-00002988,CASH,APPROVED,851.06
PAY-00002989,ORD-00002989,WALLET,APPROVED,334.6
PAY-00002990,ORD-00002990,CASH,APPROVED,807.1
PAY-00002991,ORD-00002991,CASH,APPROVED,518.58
PAY-00002992,ORD-00002992,CASH,APPROVED,659.94
PAY-00002993,ORD-00002993,CARD,APPROVED,376.0
PAY-00002994,ORD-00002994,CASH,APPROVED,660.92
PAY-00002995,ORD-00002995,CARD,APPROVED,395.3
PAY-00002996,ORD-00002996,TRANSFER,APPROVED,135.55
PAY-00002997,ORD-00002997,CARD,APPROVED,235.39
PAY-00002998,ORD-00002998,WALLET,APPROVED,550.65
PAY-00002999,ORD-00002999,TRANSFER,APPROVED,238.85
PAY-00003000,ORD-00003000,CARD,APPROVED,608.86
PAY-00003001,ORD-00003001,CARD,APPROVED,662.16
PAY-00003002,ORD-00003002,CARD,APPROVED,114.66
PAY-00003003,ORD-00003003,CARD,APPROVED,27.18
PAY-00003004,ORD-00003004,CARD,APPROVED,588.45
PAY-00003005,ORD-00003005,CARD,APPROVED,474.2
PAY-00003006,ORD-00003006,WALLET,APPROVED,327.56
PAY-00003007,ORD-00003007,WALLET,APPROVED,854.99
PAY-00003008,ORD-00003008,WALLET,APPROVED,69.34
PAY-00003009,ORD-00003009,CARD,APPROVED,195.4
PAY-00003010,ORD-00003010,TRANSFER,APPROVED,392.14
PAY-00003011,ORD-00003011,WALLET,APPROVED,322.84
PAY-00003012,ORD-00003012,CASH,APPROVED,867.7
PAY-00003013,ORD-00003013,CARD,APPROVED,30.17
PAY-00003014,ORD-00003014,CARD,APPROVED,503.3
PAY-00003015,ORD-00003015,TRANSFER,APPROVED,476.99
PAY-00003016,ORD-00003016,CASH,APPROVED,675.57
PAY-00003017,ORD-00003017,CARD,APPROVED,238.11
PAY-00003018,ORD-00003018,CARD,APPROVED,523.36
PAY-00003019,ORD-00003019,TRANSFER,APPROVED,880.04
PAY-00003020,ORD-00003020,CARD,APPROVED,696.17
PAY-00003021,ORD-00003021,CARD,APPROVED,110.99
PAY-00003022,ORD-00003022,WALLET,APPROVED,255.67
PAY-00003023,ORD-00003023,CASH,APPROVED,100.04
PAY-00003024,ORD-00003024,CASH,APPROVED,312.49
PAY-00003025,ORD-00003025,TRANSFER,APPROVED,396.28
PAY-00003026,ORD-00003026,CASH,APPROVED,136.24
PAY-00003027,ORD-00003027,TRANSFER,APPROVED,896.42
PAY-00003028,ORD-00003028,WALLET,APPROVED,210.35
PAY-00003029,ORD-00003029,TRANSFER,APPROVED,827.61
PAY-00003030,ORD-00003030,WALLET,APPROVED,805.4
PAY-00003031,ORD-00003031,CASH,APPROVED,236.53
PAY-00003032,ORD-00003032,WALLET,APPROVED,624.76
PAY-00003033,ORD-00003033,CARD,APPROVED,448.25
PAY-00003034,ORD-00003034,CARD,APPROVED,103.58
PAY-00003035,ORD-00003035,CARD,APPROVED,631.3
PAY-00003036,ORD-00003036,WALLET,APPROVED,160.4
PAY-00003037,ORD-00003037,CASH,APPROVED,258.6
PAY-00003038,ORD-00003038,CARD,APPROVED,188.33
PAY-00003039,ORD-00003039,CARD,APPROVED,412.78
PAY-00003040,ORD-00003040,CARD,APPROVED,684.58
PAY-00003041,ORD-00003041,TRANSFER,APPROVED,70.99
PAY-00003042,ORD-00003042,CASH,APPROVED,346.46
PAY-00003043,ORD-00003043,WALLET,APPROVED,154.42
PAY-00003044,ORD-00003044,TRANSFER,APPROVED,734.15
PAY-00003045,ORD-00003045,CARD,APPROVED,484.82
PAY-00003046,ORD-00003046,CASH,APPROVED,799.45
PAY-00003047,ORD-00003047,CARD,APPROVED,412.42
PAY-00003048,ORD-00003048,TRANSFER,APPROVED,551.56
PAY-00003049,ORD-00003049,TRANSFER,APPROVED,276.55
PAY-00003050,ORD-00003050,TRANSFER,APPROVED,117.08
PAY-00003051,ORD-00003051,WALLET,APPROVED,634.74
PAY-00003052,ORD-00003052,CARD,APPROVED,819.76
PAY-00003053,ORD-00003053,CARD,APPROVED,492.04
PAY-00003054,ORD-00003054,CARD,APPROVED,552.11
PAY-00003055,ORD-00003055,CARD,APPROVED,315.11
PAY-00003056,ORD-00003056,CASH,APPROVED,747.88
PAY-00003057,ORD-00003057,CASH,APPROVED,210.15
PAY-00003058,ORD-00003058,TRANSFER,APPROVED,653.01
PAY-00003059,ORD-00003059,TRANSFER,APPROVED,259.54
PAY-00003060,ORD-00003060,WALLET,APPROVED,705.34
PAY-00003061,ORD-00003061,TRANSFER,APPROVED,654.93
PAY-00003062,ORD-00003062,CARD,APPROVED,623.84
PAY-00003063,ORD-00003063,TRANSFER,APPROVED,492.04
PAY-00003064,ORD-00003064,TRANSFER,APPROVED,889.74
PAY-00003065,ORD-00003065,CASH,APPROVED,680.99
PAY-00003066,ORD-00003066,CARD,APPROVED,525.1
PAY-00003067,ORD-00003067,WALLET,APPROVED,744.56
PAY-00003068,ORD-00003068,WALLET,APPROVED,50.74
PAY-00003069,ORD-00003069,WALLET,APPROVED,246.24
PAY-00003070,ORD-00003070,TRANSFER,APPROVED,655.65
PAY-00003071,ORD-00003071,WALLET,APPROVED,223.68
