order_id,customer_id,store_id,order_date,channel,status,total_amount
ORD-00002667,CUST-000736,STORE-0002,2025-01-04,STORE,COMPLETED,621.76
ORD-00002668,CUST-000735,STORE-0002,2026-02-01,STORE,COMPLETED,483.46
ORD-00002669,CUST-000203,STORE-0012,2026-05-23,STORE,COMPLETED,179.67
ORD-00002670,CUST-000693,STORE-0010,2025-03-04,STORE,COMPLETED,464.21
ORD-00002671,CUST-000998,STORE-0004,2025-09-27,STORE,COMPLETED,494.67
ORD-00002672,CUST-000717,,2025-05-07,ECOMMERCE,COMPLETED,82.07
ORD-00002673,CUST-000330,STORE-0004,2025-06-16,STORE,COMPLETED,754.9
ORD-00002674,CUST-000423,STORE-0009,2025-10-20,STORE,COMPLETED,237.09
ORD-00002675,CUST-000247,STORE-0009,2025-01-08,STORE,COMPLETED,871.8
ORD-00002676,CUST-000773,STORE-0003,2025-03-08,STORE,COMPLETED,452.12
ORD-00002677,CUST-000062,,2026-03-17,ECOMMERCE,COMPLETED,691.52
ORD-00002678,CUST-000013,,2025-04-01,ECOMMERCE,COMPLETED,697.68
ORD-00002679,CUST-000715,,2025-03-09,ECOMMERCE,COMPLETED,658.53
ORD-00002680,CUST-000367,STORE-0012,2026-05-07,STORE,COMPLETED,280.72
ORD-00002681,CUST-000560,STORE-0012,2025-07-14,STORE,COMPLETED,165.94
ORD-00002682,CUST-000420,,2026-04-22,ECOMMERCE,COMPLETED,302.07
ORD-00002683,CUST-000968,,2026-02-17,ECOMMERCE,COMPLETED,810.69
ORD-00002684,CUST-000146,STORE-0012,2026-01-30,STORE,COMPLETED,36.66
ORD-00002685,CUST-000325,STORE-0007,2025-06-02,STORE,COMPLETED,27.35
ORD-00002686,CUST-000678,,2025-06-26,ECOMMERCE,COMPLETED,852.25
ORD-00002687,CUST-000017,STORE-0007,2026-04-29,STORE,COMPLETED,313.52
ORD-00002688,CUST-000402,STORE-0003,2025-11-07,STORE,COMPLETED,770.63
ORD-00002689,CUST-000195,STORE-0008,2026-05-27,STORE,COMPLETED,853.39
ORD-00002690,CUST-000993,STORE-0011,2025-03-03,STORE,COMPLETED,108.82
ORD-00002691,CUST-000723,,2026-05-04,ECOMMERCE,COMPLETED,140.21
ORD-00002692,CUST-000507,STORE-0004,2026-03-03,STORE,COMPLETED,861.82
ORD-00002693,CUST-000347,STORE-0011,2025-11-15,STORE,COMPLETED,394.66
ORD-00002694,CUST-000133,STORE-0009,2025-10-16,STORE,COMPLETED,345.42
ORD-00002695,CUST-000132,,2026-01-14,ECOMMERCE,COMPLETED,434.07
ORD-00002696,CUST-000379,STORE-0007,2025-09-10,STORE,COMPLETED,303.69
ORD-00002697,CUST-000893,STORE-0006,2026-05-03,STORE,COMPLETED,506.17
ORD-00002698,CUST-000340,STORE-0012,2025-07-19,STORE,CANCELLED,869.44
ORD-00002699,CUST-000587,,2025-08-23,ECOMMERCE,COMPLETED,554.31
ORD-00002700,CUST-000256,,2026-05-16,ECOMMERCE,COMPLETED,803.14
ORD-00002701,CUST-000902,STORE-0002,2026-01-29,STORE,COMPLETED,566.89
ORD-00002702,CUST-000503,STORE-0008,2025-09-30,STORE,COMPLETED,359.78
ORD-00002703,CUST-000789,STORE-0005,2025-05-27,STORE,COMPLETED,703.32
ORD-00002704,CUST-000229,STORE-0011,2025-01-04,STORE,COMPLETED,744.98
ORD-00002705,CUST-000150,STORE-0005,2025-11-24,STORE,COMPLETED,293.04
ORD-00002706,CUST-000205,,2025-07-12,ECOMMERCE,RETURNED,543.86
ORD-00002707,CUST-000752,STORE-0001,2025-07-19,STORE,COMPLETED,461.15
ORD-00002708,CUST-000386,STORE-0007,2025-01-12,STORE,COMPLETED,195.75
ORD-00002709,CUST-000030,STORE-0011,2026-03-08,STORE,COMPLETED,426.47
ORD-00002710,CUST-000152,,2026-04-03,ECOMMERCE,COMPLETED,506.41
ORD-00002711,CUST-000777,STORE-0006,2025-04-21,STORE,RETURNED,418.51
ORD-00002712,CUST-000622,STORE-0008,2025-10-19,STORE,COMPLETED,128.75
ORD-00002713,CUST-000127,,2025-02-23,ECOMMERCE,COMPLETED,504.03
ORD-00002714,CUST-000323,STORE-0012,2026-01-20,STORE,COMPLETED,571.57
ORD-00002715,CUST-000406,STORE-0003,2025-12-01,STORE,COMPLETED,688.07
ORD-00002716,CUST-000332,STORE-0010,2026-08-06,STORE,COMPLETED,467.86
ORD-00002717,CUST-000731,,2025-05-16,ECOMMERCE,COMPLETED,835.35
ORD-00002718,CUST-000105,STORE-0009,2025-06-17,STORE,RETURNED,222.99
ORD-00002719,CUST-000996,,2026-01-01,ECOMMERCE,COMPLETED,380.19
ORD-00002720,CUST-000505,,2026-02-15,ECOMMERCE,COMPLETED,479.34
ORD-00002721,CUST-000406,STORE-0012,2025-06-08,STORE,COMPLETED,94.18
ORD-00002722,CUST-000163,STORE-0002,2025-09-25,STORE,COMPLETED,65.02
ORD-00002723,CUST-000025,,2025-02-23,ECOMMERCE,COMPLETED,632.1
ORD-00002724,CUST-000044,STORE-0004,2025-08-27,STORE,RETURNED,859.66
ORD-00002725,CUST-000328,STORE-0006,2026-02-01,STORE,COMPLETED,608.18
ORD-00002726,CUST-000784,STORE-0005,2026-05-20,STORE,COMPLETED,647.55
ORD-00002727,CUST-000070,STORE-0001,2025-07-24,STORE,COMPLETED,199.82
ORD-00002728,CUST-000008,STORE-0006,2025-03-24,STORE,COMPLETED,340.78
ORD-00002729,CUST-000169,,2026-02-11,ECOMMERCE,COMPLETED,489.56
ORD-00002730,CUST-000763,,2025-10-16,ECOMMERCE,COMPLETED,346.26
ORD-00002731,CUST-000855,STORE-0004,2025-09-20,STORE,COMPLETED,304.45
ORD-00002732,CUST-000123,STORE-0011,2025-10-20,STORE,COMPLETED,409.31
ORD-00002733,CUST-000688,,2026-06-09,ECOMMERCE,COMPLETED,196.06
ORD-00002734,CUST-000397,STORE-0002,2025-07-30,STORE,COMPLETED,519.63
ORD-00002735,CUST-000853,,2025-08-08,ECOMMERCE,CANCELLED,738.81
ORD-00002736,CUST-000056,STORE-0011,2025-08-24,STORE,COMPLETED,797.68
ORD-00002737,CUST-000524,STORE-0001,2025-11-14,STORE,COMPLETED,749.18
ORD-00002738,CUST-000212,,2026-05-27,ECOMMERCE,RETURNED,358.89
ORD-00002739,CUST-000401,STORE-0010,2025-06-19,STORE,RETURNED,439.96
ORD-00002740,CUST-000815,STORE-0011,2025-09-12,STORE,COMPLETED,109.93
ORD-00002741,CUST-000032,STORE-0010,2025-02-21,STORE,COMPLETED,852.91
ORD-00002742,CUST-000311,,2026-04-01,ECOMMERCE,COMPLETED,517.78
ORD-00002743,CUST-000055,STORE-0006,2025-08-09,STORE,COMPLETED,874.28
ORD-00002744,CUST-000382,,2025-03-19,ECOMMERCE,COMPLETED,593.46
ORD-00002745,CUST-000036,STORE-0002,2025-11-06,STORE,COMPLETED,419.38
ORD-00002746,CUST-000820,,2025-07-29,ECOMMERCE,COMPLETED,578.49
ORD-00002747,CUST-000812,,2025-02-01,ECOMMERCE,CANCELLED,839.86
ORD-00002748,CUST-000116,STORE-0002,2025-08-29,STORE,COMPLETED,799.5
ORD-00002749,CUST-000280,,2025-10-04,ECOMMERCE,COMPLETED,513.46
ORD-00002750,CUST-000709,STORE-0003,2025-08-09,STORE,COMPLETED,615.05
ORD-00002751,CUST-000510,STORE-0007,2026-04-22,STORE,COMPLETED,876.02
ORD-00002752,CUST-000046,STORE-0011,2025-03-06,STORE,RETURNED,790.59
ORD-00002753,CUST-000737,,2026-05-06,ECOMMERCE,COMPLETED,251.55
ORD-00002754,CUST-000987,,2025-07-12,ECOMMERCE,COMPLETED,411.47
ORD-00002755,CUST-000666,STORE-0001,2026-07-31,STORE,COMPLETED,400.28
ORD-00002756,CUST-000501,,2025-08-26,ECOMMERCE,COMPLETED,672.14
ORD-00002757,CUST-000091,STORE-0010,2026-01-12,STORE,COMPLETED,433.14
ORD-00002758,CUST-000675,STORE-0006,2026-07-19,STORE,COMPLETED,298.83
ORD-00002759,CUST-000417,STORE-0003,2026-08-18,STORE,COMPLETED,428.72
ORD-00002760,CUST-000300,STORE-0003,2026-05-22,STORE,COMPLETED,375.93
ORD-00002761,CUST-000089,,2025-09-17,ECOMMERCE,CANCELLED,309.53
ORD-00002762,CUST-000478,STORE-0008,2026-07-07,STORE,COMPLETED,160.38
ORD-00002763,CUST-000519,STORE-0011,2025-05-29,STORE,COMPLETED,493.09
ORD-00002764,CUST-000164,,2026-08-11,ECOMMERCE,COMPLETED,737.39
ORD-00002765,CUST-000710,STORE-0007,2025-03-25,STORE,COMPLETED,794.44
ORD-00002766,CUST-000558,,2025-02-12,ECOMMERCE,COMPLETED,524.29
ORD-00002767,CUST-000564,STORE-0011,2025-06-18,STORE,COMPLETED,620.35
ORD-00002768,CUST-000501,,2025-04-30,ECOMMERCE,COMPLETED,755.27
ORD-00002769,CUST-000960,STORE-0007,2026-06-20,STORE,COMPLETED,362.63
ORD-00002770,CUST-000768,STORE-0007,2025-04-19,STORE,COMPLETED,584.85
ORD-00002771,CUST-000711,STORE-0004,2025-01-01,STORE,CANCELLED,872.81
ORD-00002772,CUST-000508,,2025-05-28,ECOMMERCE,CANCELLED,630.02
ORD-00002773,CUST-000774,STORE-0007,2025-11-07,STORE,COMPLETED,494.64
ORD-00002774,CUST-000835,STORE-0004,2025-01-25,STORE,COMPLETED,276.77
ORD-00002775,CUST-000848,STORE-0011,2025-03-15,STORE,COMPLETED,415.55
ORD-00002776,CUST-000968,STORE-0006,2026-02-17,STORE,COMPLETED,543.84
ORD-00002777,CUST-000384,STORE-0004,2025-11-08,STORE,COMPLETED,536.88
ORD-00002778,CUST-000630,STORE-0010,2025-02-12,STORE,COMPLETED,879.66
ORD-00002779,CUST-000360,STORE-0001,2025-09-19,STORE,COMPLETED,777.14
ORD-00002780,CUST-000552,STORE-0002,2026-03-09,STORE,COMPLETED,563.91
ORD-00002781,CUST-000995,STORE-0011,2026-05-18,STORE,PENDING,351.27
ORD-00002782,CUST-000778,,2025-03-30,ECOMMERCE,COMPLETED,496.21
ORD-00002783,CUST-000742,STORE-0012,2025-04-07,STORE,COMPLETED,677.91
ORD-00002784,CUST-000481,STORE-0001,2025-11-27,STORE,COMPLETED,702.79
ORD-00002785,CUST-000222,,2026-02-25,ECOMMERCE,COMPLETED,620.18
ORD-00002786,CUST-000692,STORE-0001,2026-06-03,STORE,COMPLETED,459.33
ORD-00002787,CUST-000714,STORE-0010,2026-02-02,STORE,COMPLETED,489.06
ORD-00002788,CUST-000260,,2026-08-23,ECOMMERCE,COMPLETED,472.31
ORD-00002789,CUST-000463,STORE-0005,2025-06-16,STORE,COMPLETED,546.99
ORD-00002790,CUST-000704,STORE-0003,2025-03-20,STORE,COMPLETED,445.33
ORD-00002791,CUST-000795,STORE-0012,2025-06-30,STORE,COMPLETED,53.83
ORD-00002792,CUST-000349,STORE-0011,2026-08-21,STORE,COMPLETED,217.43
ORD-00002793,CUST-000718,STORE-0002,2025-04-14,STORE,COMPLETED,131.82
ORD-00002794,CUST-000620,,2026-07-31,ECOMMERCE,COMPLETED,454.09
ORD-00002795,CUST-000441,,2025-01-22,ECOMMERCE,COMPLETED,809.46
ORD-00002796,CUST-000557,STORE-0002,2026-03-05,STORE,COMPLETED,261.83
ORD-00002797,CUST-000433,STORE-0002,2025-03-08,STORE,COMPLETED,791.84
ORD-00002798,CUST-000487,,2026-02-15,ECOMMERCE,COMPLETED,230.26
ORD-00002799,CUST-000141,,2025-05-04,ECOMMERCE,COMPLETED,91.44
ORD-00002800,CUST-000202,STORE-0008,2026-07-14,STORE,COMPLETED,247.76
ORD-00002801,CUST-000809,STORE-0011,2025-07-09,STORE,COMPLETED,117.53
ORD-00002802,CUST-000208,STORE-0003,2025-11-04,STORE,COMPLETED,635.8
ORD-00002803,CUST-000062,STORE-0009,2025-01-13,STORE,COMPLETED,604.33
ORD-00002804,CUST-000010,STORE-0005,2025-05-21,STORE,COMPLETED,230.65
ORD-00002805,CUST-000219,STORE-0004,2026-05-02,STORE,COMPLETED,204.5
ORD-00002806,CUST-000567,STORE-0011,2026-07-09,STORE,COMPLETED,77.76
ORD-00002807,CUST-000879,,2026-06-07,ECOMMERCE,COMPLETED,688.06
ORD-00002808,CUST-000075,STORE-0010,2025-06-18,STORE,COMPLETED,681.77
ORD-00002809,CUST-000371,,2025-08-19,ECOMMERCE,COMPLETED,374.66
ORD-00002810,CUST-000044,,2025-11-25,ECOMMERCE,COMPLETED,39.48
ORD-00002811,CUST-000954,,2026-01-18,ECOMMERCE,COMPLETED,551.7
ORD-00002812,CUST-000767,,2025-05-11,ECOMMERCE,COMPLETED,855.21
ORD-00002813,CUST-000417,STORE-0011,2025-06-11,STORE,COMPLETED,476.31
ORD-00002814,CUST-000077,STORE-0007,2025-02-01,STORE,COMPLETED,512.09
ORD-00002815,CUST-000796,,2025-05-30,ECOMMERCE,COMPLETED,50.35
ORD-00002816,CUST-000288,STORE-0008,2025-12-16,STORE,COMPLETED,488.73
ORD-00002817,CUST-000316,STORE-0008,2026-06-08,STORE,COMPLETED,685.31
ORD-00002818,CUST-000604,,2026-07-28,ECOMMERCE,RETURNED,550.61
ORD-00002819,CUST-000588,,2025-05-21,ECOMMERCE,COMPLETED,95.52
ORD-00002820,CUST-000351,STORE-0009,2026-06-14,STORE,COMPLETED,70.7
ORD-00002821,CUST-000957,STORE-0005,2025-10-23,STORE,COMPLETED,216.64
ORD-00002822,CUST-000332,,2025-09-03,ECOMMERCE,COMPLETED,323.43
ORD-00002823,CUST-000846,STORE-0006,2026-06-15,STORE,COMPLETED,261.49
ORD-00002824,CUST-000686,STORE-0011,2025-07-12,STORE,COMPLETED,803.14
ORD-00002825,CUST-000789,STORE-0012,2025-10-30,STORE,COMPLETED,622.09
ORD-00002826,CUST-000567,,2025-11-25,ECOMMERCE,COMPLETED,424.48
ORD-00002827,CUST-000121,STORE-0012,2025-10-26,STORE,COMPLETED,197.07
ORD-00002828,CUST-000851,,2025-12-12,ECOMMERCE,COMPLETED,588.02
ORD-00002829,CUST-000252,STORE-0007,2026-05-11,STORE,COMPLETED,840.25
ORD-00002830,CUST-000350,STORE-0003,2025-09-18,STORE,COMPLETED,238.49
ORD-00002831,CUST-000833,,2026-07-18,ECOMMERCE,PENDING,17.89
ORD-00002832,CUST-000957,STORE-0005,2026-05-22,STORE,COMPLETED,891.91
ORD-00002833,CUST-000284,STORE-0009,2026-08-05,STORE,COMPLETED,250.15
ORD-00002834,CUST-000644,,2026-05-17,ECOMMERCE,COMPLETED,436.59
ORD-00002835,CUST-000123,STORE-0003,2025-07-05,STORE,COMPLETED,687.71
ORD-00002836,CUST-000043,,2025-03-13,ECOMMERCE,COMPLETED,500.41
ORD-00002837,CUST-000803,STORE-0002,2026-03-10,STORE,COMPLETED,803.81
ORD-00002838,CUST-000011,STORE-0002,2025-12-12,STORE,RETURNED,651.82
ORD-00002839,CUST-000247,STORE-0004,2025-08-14,STORE,COMPLETED,520.0
ORD-00002840,CUST-000566,STORE-0006,2025-08-31,STORE,COMPLETED,505.03
ORD-00002841,CUST-000226,STORE-0003,2026-01-28,STORE,COMPLETED,560.42
ORD-00002842,CUST-000094,,2026-08-08,ECOMMERCE,COMPLETED,881.13
ORD-00002843,CUST-000498,STORE-0002,2025-04-08,STORE,COMPLETED,374.67
ORD-00002844,CUST-000625,STORE-0003,2025-06-27,STORE,CANCELLED,262.33
ORD-00002845,CUST-000688,STORE-0005,2026-03-22,STORE,COMPLETED,545.75
ORD-00002846,CUST-000219,STORE-0004,2025-04-13,STORE,COMPLETED,376.55
ORD-00002847,CUST-000154,STORE-0012,2026-01-29,STORE,COMPLETED,679.36
ORD-00002848,CUST-000784,STORE-0005,2025-07-30,STORE,CANCELLED,450.0
ORD-00002849,CUST-000537,,2025-12-17,ECOMMERCE,COMPLETED,456.64
ORD-00002850,CUST-000859,STORE-0008,2025-07-30,STORE,COMPLETED,637.56
ORD-00002851,CUST-000716,STORE-0011,2026-01-22,STORE,COMPLETED,372.55
ORD-00002852,CUST-000362,STORE-0007,2025-10-08,STORE,COMPLETED,272.25
ORD-00002853,CUST-000615,STORE-0008,2025-01-25,STORE,COMPLETED,513.53
ORD-00002854,CUST-000067,STORE-0008,2025-01-23,STORE,COMPLETED,320.49
ORD-00002855,CUST-000503,STORE-0007,2026-04-02,STORE,CANCELLED,94.17
ORD-00002856,CUST-000235,STORE-0005,2026-01-11,STORE,CANCELLED,244.98
ORD-00002857,CUST-000225,STORE-0010,2026-06-14,STORE,COMPLETED,731.98
ORD-00002858,CUST-000391,,2026-01-09,ECOMMERCE,COMPLETED,217.29
ORD-00002859,CUST-000163,,2025-04-05,ECOMMERCE,COMPLETED,504.25
ORD-00002860,CUST-000538,STORE-0005,2026-04-09,STORE,COMPLETED,140.35
ORD-00002861,CUST-000892,STORE-0003,2025-08-23,STORE,COMPLETED,162.47
ORD-00002862,CUST-000893,STORE-0002,2025-02-23,STORE,COMPLETED,708.04
ORD-00002863,CUST-000888,,2025-06-30,ECOMMERCE,COMPLETED,431.17
ORD-00002864,CUST-000172,STORE-0004,2025-01-18,STORE,COMPLETED,187.92
ORD-00002865,CUST-000069,,2025-04-14,ECOMMERCE,COMPLETED,708.08
ORD-00002866,CUST-000798,STORE-0008,2026-07-21,STORE,COMPLETED,655.04
ORD-00002867,CUST-000955,STORE-0003,2025-09-09,STORE,COMPLETED,303.05
ORD-00002868,CUST-000279,STORE-0009,2025-01-22,STORE,COMPLETED,806.93
ORD-00002869,CUST-000172,STORE-0001,2026-04-26,STORE,COMPLETED,132.08
ORD-00002870,CUST-000855,,2026-01-12,ECOMMERCE,COMPLETED,262.16
ORD-00002871,CUST-000180,STORE-0012,2025-04-23,STORE,COMPLETED,158.45
ORD-00002872,CUST-000044,STORE-0002,2026-01-22,STORE,COMPLETED,269.17
ORD-00002873,CUST-000502,STORE-0011,2026-02-09,STORE,COMPLETED,657.72
ORD-00002874,CUST-000478,,2026-06-17,ECOMMERCE,COMPLETED,550.88
ORD-00002875,CUST-000768,,2026-02-19,ECOMMERCE,COMPLETED,478.27
ORD-00002876,CUST-000516,STORE-0008,2025-05-10,STORE,COMPLETED,198.1
ORD-00002877,CUST-000377,STORE-0005,2025-04-29,STORE,COMPLETED,379.99
ORD-00002878,CUST-000383,STORE-0001,2025-11-19,STORE,COMPLETED,679.03
ORD-00002879,CUST-000794,STORE-0011,2025-05-31,STORE,COMPLETED,537.53
ORD-00002880,CUST-000144,,2025-11-06,ECOMMERCE,COMPLETED,140.95
ORD-00002881,CUST-000926,,2026-03-26,ECOMMERCE,COMPLETED,368.33
ORD-00002882,CUST-000381,,2025-07-29,ECOMMERCE,COMPLETED,382.98
ORD-00002883,CUST-000971,STORE-0003,2025-04-14,STORE,COMPLETED,62.01
ORD-00002884,CUST-000396,STORE-0011,2026-03-20,STORE,COMPLETED,275.15
ORD-00002885,CUST-000565,,2026-05-04,ECOMMERCE,COMPLETED,883.5
ORD-00002886,CUST-000070,,2025-12-27,ECOMMERCE,COMPLETED,289.65
ORD-00002887,CUST-000012,STORE-0002,2025-05-30,STORE,COMPLETED,512.01
ORD-00002888,CUST-000522,STORE-0004,2026-06-18,STORE,COMPLETED,411.8
ORD-00002889,CUST-000628,STORE-0008,2025-12-22,STORE,COMPLETED,267.16
ORD-00002890,CUST-000530,STORE-0010,2025-05-07,STORE,CANCELLED,686.27
ORD-00002891,CUST-000527,STORE-0001,2026-07-16,STORE,COMPLETED,516.22
ORD-00002892,CUST-000992,STORE-0003,2026-01-22,STORE,COMPLETED,647.13
ORD-00002893,CUST-000651,,2025-10-01,ECOMMERCE,COMPLETED,689.47
ORD-00002894,CUST-000632,STORE-0007,2025-10-10,STORE,COMPLETED,52.07
ORD-00002895,CUST-000977,STORE-0003,2025-07-19,STORE,COMPLETED,186.39
ORD-00002896,CUST-000905,,2025-06-05,ECOMMERCE,COMPLETED,517.85
ORD-00002897,CUST-000216,,2025-01-01,ECOMMERCE,PENDING,159.6
ORD-00002898,CUST-000745,STORE-0008,2025-03-09,STORE,COMPLETED,824.89
ORD-00002899,CUST-000689,STORE-0008,2025-04-27,STORE,COMPLETED,421.75
ORD-00002900,CUST-000632,,2026-01-17,ECOMMERCE,COMPLETED,860.77
ORD-00002901,CUST-000572,STORE-0009,2025-12-05,STORE,COMPLETED,303.98
ORD-00002902,CUST-000699,STORE-0012,2026-08-27,STORE,COMPLETED,261.88
ORD-00002903,CUST-000919,STORE-0004,2025-08-20,STORE,COMPLETED,398.98
ORD-00002904,CUST-000963,STORE-0009,2025-11-04,STORE,COMPLETED,655.98
ORD-00002905,CUST-000975,STORE-0010,2025-11-04,STORE,COMPLETED,243.01
ORD-00002906,CUST-000569,,2025-08-17,ECOMMERCE,COMPLETED,208.77
ORD-00002907,CUST-000476,,2025-06-06,ECOMMERCE,RETURNED,632.18
ORD-00002908,CUST-000423,STORE-0012,2026-02-14,STORE,COMPLETED,308.12
ORD-00002909,CUST-000167,STORE-0010,2026-05-08,STORE,RETURNED,601.65
ORD-00002910,CUST-000949,,2025-02-28,ECOMMERCE,COMPLETED,736.33
ORD-00002911,CUST-000485,STORE-0001,2025-12-08,STORE,RETURNED,119.63
ORD-00002912,CUST-000901,STORE-0008,2026-02-10,STORE,COMPLETED,373.71
ORD-00002913,CUST-000294,,2025-09-07,ECOMMERCE,COMPLETED,160.93
ORD-00002914,CUST-000335,STORE-0010,2026-01-21,STORE,COMPLETED,104.08
ORD-00002915,CUST-000756,STORE-0001,2025-06-03,STORE,COMPLETED,450.99
ORD-00002916,CUST-000994,STORE-0012,2025-06-05,STORE,PENDING,16.85
ORD-00002917,CUST-000137,STORE-0005,2026-01-11,STORE,COMPLETED,827.5
ORD-00002918,CUST-000683,,2026-08-09,ECOMMERCE,COMPLETED,161.22
ORD-00002919,CUST-000103,STORE-0001,2026-08-20,STORE,COMPLETED,49.97
ORD-00002920,CUST-000945,STORE-0004,2025-06-24,STORE,CANCELLED,744.41
ORD-00002921,CUST-000274,STORE-0010,2025-10-26,STORE,COMPLETED,480.59
ORD-00002922,CUST-000292,,2025-05-22,ECOMMERCE,COMPLETED,551.46
ORD-00002923,CUST-000659,STORE-0012,2026-06-12,STORE,COMPLETED,551.74
ORD-00002924,CUST-000033,,2026-02-07,ECOMMERCE,COMPLETED,603.53
ORD-00002925,CUST-000830,,2026-04-09,ECOMMERCE,COMPLETED,465.36
ORD-00002926,CUST-000723,STORE-0007,2026-03-05,STORE,COMPLETED,223.09
ORD-00002927,CUST-000317,,2025-12-01,ECOMMERCE,COMPLETED,423.24
ORD-00002928,CUST-000038,,2025-03-23,ECOMMERCE,COMPLETED,789.5
ORD-00002929,CUST-000460,STORE-0003,2025-06-02,STORE,COMPLETED,264.99
ORD-00002930,CUST-000328,STORE-0010,2025-09-02,STORE,COMPLETED,400.27
ORD-00002931,CUST-000660,STORE-0011,2026-07-20,STORE,COMPLETED,282.75
ORD-00002932,CUST-000918,,2026-04-30,ECOMMERCE,COMPLETED,337.33
ORD-00002933,CUST-000354,STORE-0002,2025-02-20,STORE,COMPLETED,769.96
ORD-00002934,CUST-000192,STORE-0008,2026-04-20,STORE,COMPLETED,366.78
ORD-00002935,CUST-000332,,2026-04-06,ECOMMERCE,COMPLETED,304.31
ORD-00002936,CUST-000433,,2025-11-19,ECOMMERCE,RETURNED,680.09
ORD-00002937,CUST-000189,,2025-01-08,ECOMMERCE,COMPLETED,160.3
ORD-00002938,CUST-000096,STORE-0008,2025-12-09,STORE,COMPLETED,797.53
ORD-00002939,CUST-000619,STORE-0008,2025-10-12,STORE,CANCELLED,652.89
ORD-00002940,CUST-000790,STORE-0001,2026-01-05,STORE,COMPLETED,723.18
ORD-00002941,CUST-000003,STORE-0002,2026-05-10,STORE,COMPLETED,872.81
ORD-00002942,CUST-000152,STORE-0006,2026-06-02,STORE,COMPLETED,360.76
ORD-00002943,CUST-000605,STORE-0010,2025-07-21,STORE,COMPLETED,855.59
ORD-00002944,CUST-000466,,2026-08-29,ECOMMERCE,COMPLETED,491.83
ORD-00002945,CUST-000046,,2025-10-19,ECOMMERCE,COMPLETED,375.49
ORD-00002946,CUST-000811,STORE-0002,2026-05-01,STORE,COMPLETED,384.26
ORD-00002947,CUST-000906,STORE-0010,2026-08-09,STORE,COMPLETED,293.93
ORD-00002948,CUST-000461,STORE-0005,2025-11-04,STORE,CANCELLED,769.17
ORD-00002949,CUST-000685,,2026-08-17,ECOMMERCE,COMPLETED,249.85
ORD-00002950,CUST-000042,STORE-0004,2026-04-06,STORE,COMPLETED,16.99
ORD-00002951,CUST-000078,STORE-0005,2026-07-03,STORE,COMPLETED,498.69
ORD-00002952,CUST-000514,STORE-0012,2025-11-10,STORE,COMPLETED,602.03
ORD-00002953,CUST-000595,STORE-0004,2026-07-01,STORE,COMPLETED,269.49
ORD-00002954,CUST-000241,STORE-0007,2026-07-29,STORE,COMPLETED,171.85
ORD-00002955,CUST-000015,,2026-03-16,ECOMMERCE,COMPLETED,587.46
ORD-00002956,CUST-000022,,2025-04-12,ECOMMERCE,COMPLETED,678.23
ORD-00002957,CUST-000674,STORE-0005,2025-09-21,STORE,COMPLETED,816.77
ORD-00002958,CUST-000168,STORE-0006,2025-04-10,STORE,COMPLETED,270.57
ORD-00002959,CUST-000709,,2026-07-16,ECOMMERCE,COMPLETED,82.46
ORD-00002960,CUST-000125,STORE-0001,2025-09-03,STORE,COMPLETED,696.75
ORD-00002961,CUST-000277,,2025-07-03,ECOMMERCE,COMPLETED,414.39
ORD-00002962,CUST-000785,STORE-0009,2026-04-22,STORE,COMPLETED,440.9
ORD-00002963,CUST-000805,STORE-0002,2025-12-31,STORE,COMPLETED,327.62
ORD-00002964,CUST-000194,STORE-0009,2025-09-14,STORE,COMPLETED,821.16
ORD-00002965,CUST-000993,STORE-0002,2025-03-06,STORE,COMPLETED,317.76
ORD-00002966,CUST-000707,STORE-0009,2025-07-18,STORE,COMPLETED,833.37
ORD-00002967,CUST-000031,STORE-0006,2026-02-03,STORE,COMPLETED,397.68
ORD-00002968,CUST-000795,,2026-02-17,ECOMMERCE,COMPLETED,183.28
ORD-00002969,CUST-000793,STORE-0010,2025-03-10,STORE,RETURNED,674.02
ORD-00002970,CUST-000957,,2026-05-22,ECOMMERCE,COMPLETED,420.2
ORD-00002971,CUST-000378,STORE-0004,2025-02-12,STORE,COMPLETED,181.45
ORD-00002972,CUST-000018,STORE-0011,2026-01-17,STORE,COMPLETED,382.75
ORD-00002973,CUST-000993,,2025-11-19,ECOMMERCE,COMPLETED,90.42
ORD-00002974,CUST-000609,,2026-06-18,ECOMMERCE,COMPLETED,118.1
ORD-00002975,CUST-000507,STORE-0009,2026-07-19,STORE,COMPLETED,316.52
ORD-00002976,CUST-000034,STORE-0011,2025-11-21,STORE,COMPLETED,490.32
ORD-00002977,CUST-000040,STORE-0002,2025-02-26,STORE,RETURNED,603.37
ORD-00002978,CUST-000713,,2025-09-22,ECOMMERCE,COMPLETED,899.36
ORD-00002979,CUST-000871,STORE-0007,2025-03-18,STORE,RETURNED,336.95
ORD-00002980,CUST-000757,STORE-0005,2026-02-21,STORE,COMPLETED,883.41
ORD-00002981,CUST-000729,STORE-0002,2025-05-21,STORE,RETURNED,548.57
ORD-00002982,CUST-000372,,2025-04-27,ECOMMERCE,COMPLETED,248.82
ORD-00002983,CUST-000910,STORE-0002,2025-07-07,STORE,COMPLETED,530.27
ORD-00002984,CUST-000051,STORE-0005,2025-11-15,STORE,COMPLETED,501.93
ORD-00002985,CUST-000880,STORE-0002,2026-07-17,STORE,RETURNED,785.22
ORD-00002986,CUST-000929,STORE-0009,2025-11-01,STORE,COMPLETED,372.23
